SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,9,8,5,0
2,11,3,8,1
3,11,9,11,2
4,19,7,1,4
5,22,5,11,3
6,27,6,6,6
7,27,4,18,7
8,27,1,20,8
9,27,2,1,5
10,28,10,3,9
11,36,5,18,13
12,37,8,10,10
13,39,3,8,11
14,39,9,16,12
15,44,7,18,14
16,44,2,20,15
17,46,6,10,16
18,55,4,10,17
19,56,1,9,18
20,65,5,10,23
21,66,10,9,19
22,67,3,14,21
23,67,9,16,22
24,67,8,4,20
25,74,7,10,24
26,75,2,7,25
27,76,6,9,26
28,76,4,12,27
29,76,1,13,28
30,77,10,2,29
31,78,8,16,30
32,88,5,7,33
33,89,3,16,31
34,89,9,19,32
35,98,7,7,34
36,98,2,9,35
37,98,6,17,36
38,108,4,17,37
39,109,1,8,38
40,117,3,18,40
41,118,9,10,41
42,119,5,9,42
43,120,10,8,39
44,129,7,9,43
45,129,2,12,44
46,130,6,4,45
47,131,4,8,46
48,139,9,1,49
49,141,5,9,50
50,141,7,12,51
51,141,2,17,52
52,142,1,8,47
53,142,10,14,48
54,142,6,4,53
55,150,9,6,57
56,152,5,12,58
57,153,4,8,54
58,153,1,11,55
59,153,10,16,56
60,153,7,2,59
61,164,2,11,60
62,175,6,11,61
63,175,4,16,62
64,185,9,15,65
65,186,1,16,63
66,186,10,19,64
67,195,5,15,66
68,196,7,2,67
69,197,2,16,68
70,205,10,18,72
71,205,1,1,71
72,208,6,16,69
73,208,4,19,70
74,208,7,8,75
75,208,9,2,73
76,208,5,4,74
77,213,2,18,76
78,221,6,18,77
79,222,4,3,78
80,230,7,6,82
81,231,1,3,79
82,231,10,5,80
83,232,5,12,81
84,240,7,18,89
85,240,2,3,83
86,241,6,7,84
87,241,4,13,85
88,241,1,15,86
89,242,10,4,87
90,243,5,8,88
91,251,2,7,90
92,261,6,7,91
93,261,4,15,92
94,269,4,1,99
95,270,7,5,96
96,271,1,15,93
97,271,2,9,97
98,272,5,14,95
99,272,6,19,98
100,272,10,4,94
101,279,1,6,100
102,280,10,20,101
103,281,7,10,102
104,282,2,9,103
105,288,6,20,104
106,290,4,10,105
107,292,1,11,106
108,292,10,16,107
109,300,10,20,110
110,303,4,16,108
111,303,1,19,109
112,314,4,16,111
113,314,1,11,112
114,314,10,19,113
115,322,10,20,114
116,331,10,3,115
117,340,10,3,116
118,340,10,5,117
119,349,10,10,118
120,359,10,13,119
