SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,2,2,3,1
2,4,10,15,3
3,4,5,3,4
4,5,2,7,2
5,8,5,17,5
6,14,8,11,0
7,16,2,15,7
8,18,4,10,9
9,19,8,14,6
10,23,2,4,8
11,25,2,10,11
12,27,5,10,12
13,30,1,13,13
14,31,8,6,10
15,43,4,6,14
16,45,10,11,15
17,52,4,20,16
18,55,6,9,17
19,57,2,18,19
20,61,5,20,18
21,72,5,16,20
22,75,10,7,22
23,82,5,2,21
24,82,10,4,23
25,86,2,16,24
26,92,10,2,27
27,94,7,9,26
28,96,5,11,25
29,96,7,15,28
30,99,10,14,29
31,101,4,10,31
32,101,2,15,32
33,104,2,7,34
34,104,3,5,33
35,109,10,2,30
36,115,8,16,36
37,117,10,3,37
38,118,2,8,35
39,120,2,3,40
40,122,8,14,38
41,124,8,12,45
42,126,10,17,42
43,126,7,19,44
44,127,2,14,41
45,130,7,17,46
46,132,1,8,39
47,135,6,1,43
48,138,2,7,49
49,139,8,19,48
50,143,2,19,50
51,148,10,1,47
52,153,10,18,51
53,158,10,18,53
54,160,4,15,55
55,161,2,1,52
56,163,5,18,54
57,173,2,9,57
58,174,7,1,56
59,183,2,20,59
60,186,7,9,58
61,188,2,14,60
62,202,2,8,61
63,202,8,11,62
64,207,9,13,64
65,207,2,5,63
66,211,2,19,65
67,213,10,12,67
68,215,1,17,69
69,223,2,6,66
70,225,7,8,68
71,225,2,10,72
72,228,5,13,71
73,233,10,13,74
74,235,8,6,70
75,237,8,3,75
76,239,7,19,76
77,240,5,9,73
78,242,5,15,77
79,244,10,15,78
80,246,7,19,80
81,251,2,20,81
82,252,4,2,79
83,253,8,10,83
84,253,2,3,82
85,255,6,3,85
86,257,4,19,86
87,258,5,14,87
88,265,2,6,84
89,279,2,8,88
90,281,3,3,91
91,291,2,6,89
92,291,10,9,90
93,303,3,9,92
94,315,2,9,93
95,320,2,14,94
96,322,1,10,96
97,324,1,15,97
98,327,2,4,95
99,331,2,19,98
100,333,5,15,101
101,336,2,18,100
102,338,8,16,99
103,345,10,11,102
104,349,8,16,103
105,356,5,4,107
106,358,2,20,106
107,360,7,16,104
108,363,8,11,105
109,368,2,2,108
110,370,2,10,110
111,370,8,4,109
112,375,8,14,112
113,382,7,6,113
114,384,2,8,111
115,394,2,2,114
116,396,2,10,115
117,396,1,15,117
118,398,10,17,119
119,403,6,20,118
120,404,7,2,116
