SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,2,1,10,2
2,2,3,3,1
3,5,9,13,0
4,12,4,6,4
5,12,5,9,5
6,13,6,1,3
7,19,8,4,8
8,21,4,10,13
9,21,6,3,12
10,22,10,2,7
11,23,5,10,14
12,24,7,9,6
13,24,1,13,11
14,24,3,5,10
15,26,7,15,15
16,26,2,4,9
17,28,10,15,16
18,30,1,17,20
19,38,3,9,19
20,39,2,1,18
21,40,8,11,17
22,48,4,2,22
23,50,6,9,21
24,52,7,17,24
25,54,1,15,28
26,55,2,7,27
27,56,10,17,25
28,56,8,19,26
29,58,5,2,23
30,61,6,20,29
31,63,8,3,34
32,64,10,7,33
33,65,7,19,32
34,65,1,15,36
35,65,2,3,35
36,68,5,4,31
37,70,4,20,30
38,72,4,15,37
39,83,7,1,39
40,84,5,11,38
41,86,5,3,45
42,87,4,19,44
43,95,8,6,41
44,95,2,9,42
45,96,10,1,40
46,97,1,8,43
47,111,7,8,46
48,111,10,11,47
49,113,4,10,50
50,113,5,15,51
51,123,2,6,49
52,125,8,11,48
53,135,7,6,52
54,135,10,9,53
55,136,8,16,54
56,138,10,3,58
57,140,7,19,57
58,140,8,10,59
59,145,5,20,56
60,147,2,16,55
61,149,2,10,60
62,149,5,15,61
63,152,8,14,64
64,157,2,14,65
65,157,5,18,66
66,157,10,2,63
67,159,7,9,62
68,161,10,12,68
69,163,7,19,67
70,163,8,12,69
71,163,2,15,70
72,172,5,16,71
73,177,8,14,74
74,179,10,4,73
75,181,5,17,76
76,182,2,14,75
77,183,7,16,72
78,188,10,13,78
79,188,8,14,79
80,193,2,14,80
81,193,5,13,81
82,193,7,2,77
83,198,10,14,82
84,203,5,14,85
85,203,10,18,86
86,205,2,6,84
87,207,8,11,83
88,219,8,6,87
89,224,10,18,89
90,230,8,16,90
91,231,2,6,88
92,235,10,17,92
93,241,2,2,91
94,242,8,16,93
95,243,10,15,95
96,251,2,2,94
97,253,2,15,96
98,265,10,11,97
99,265,2,9,98
100,274,2,20,99
101,283,2,20,100
102,290,2,4,101
103,295,2,5,102
104,300,2,18,103
105,305,2,18,104
106,309,2,19,105
107,313,2,19,106
108,316,2,7,107
109,318,2,3,108
110,320,2,10,109
111,334,2,8,110
112,348,2,8,111
113,357,2,20,112
114,361,2,19,113
115,364,2,7,114
116,366,2,3,115
117,368,2,10,116
118,370,2,10,117
119,384,2,8,118
120,398,2,8,119
