SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,2,2,3,0
2,4,4,19,2
3,5,10,18,1
4,10,10,5,4
5,11,1,16,3
6,18,10,4,6
7,20,9,15,9
8,23,1,6,5
9,23,7,18,8
10,28,10,2,7
11,30,10,3,10
12,32,10,3,11
13,43,9,1,12
14,44,10,8,13
15,46,7,10,15
16,48,7,10,17
17,57,2,1,16
18,58,1,8,14
19,70,10,9,19
20,72,1,8,18
21,75,7,5,22
22,77,6,4,21
23,79,10,20,20
24,84,9,11,23
25,84,6,4,24
26,86,10,10,28
27,88,6,17,27
28,88,5,10,29
29,89,8,5,26
30,91,2,7,31
31,97,6,20,30
32,98,1,11,25
33,98,7,2,32
34,100,5,9,33
35,104,6,19,35
36,114,5,8,34
37,116,5,12,36
38,118,2,17,39
39,119,10,13,38
40,121,10,3,40
41,128,4,8,37
42,130,1,15,42
43,130,4,3,41
44,134,4,17,45
45,140,6,9,44
46,141,10,16,46
47,142,7,8,43
48,154,7,6,47
49,154,2,9,48
50,156,3,8,49
51,163,10,20,51
52,164,7,2,50
53,166,4,15,53
54,168,10,19,54
55,169,7,18,52
56,171,4,10,58
57,173,1,19,59
58,174,2,18,56
59,174,3,14,57
60,176,6,6,55
61,181,6,18,60
62,181,5,14,62
63,183,5,12,64
64,186,4,18,65
65,186,9,2,61
66,188,2,9,63
67,195,1,11,66
68,197,1,3,68
69,198,9,6,67
70,209,2,11,69
71,209,4,8,70
72,211,4,10,71
73,213,5,15,75
74,213,6,10,76
75,214,2,7,77
76,216,3,18,73
77,220,1,20,74
78,222,4,16,72
79,224,4,12,78
80,225,7,7,80
81,226,2,12,82
82,229,5,4,79
83,231,10,20,81
84,233,7,12,87
85,234,5,7,85
86,238,1,11,83
87,240,2,20,84
88,242,10,16,86
89,244,9,10,89
90,247,1,13,90
91,253,4,16,88
92,264,2,16,91
93,265,7,9,92
94,268,9,19,96
95,269,5,18,94
96,270,10,14,98
97,271,8,4,95
98,275,4,16,93
99,278,7,1,97
100,285,10,4,100
101,291,1,1,99
102,292,3,8,101
103,303,3,16,102
104,306,5,11,103
105,307,10,19,105
106,314,8,16,104
107,318,5,9,106
108,320,1,15,110
109,320,8,10,111
110,321,6,7,109
111,323,4,13,108
112,330,2,9,107
113,335,6,11,112
114,346,6,16,113
115,348,4,1,114
116,357,9,16,115
117,358,1,9,116
118,360,6,7,119
119,362,10,5,118
120,368,9,16,117
