SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,9,3,3,1
2,10,9,13,0
3,18,1,10,3
4,18,6,3,2
5,26,5,18,6
6,26,7,1,5
7,27,4,10,4
8,29,8,4,7
9,39,3,9,10
10,40,2,8,9
11,40,10,4,8
12,49,6,9,11
13,49,1,13,12
14,49,4,15,13
15,57,10,1,17
16,58,8,3,16
17,59,7,15,14
18,59,5,17,15
19,65,2,1,18
20,66,3,5,19
21,73,6,1,20
22,76,1,8,21
23,76,4,19,22
24,86,5,9,24
25,86,8,12,25
26,87,7,19,23
27,94,6,20,28
28,96,10,12,26
29,96,2,15,27
30,104,7,6,31
31,104,5,20,32
32,105,4,10,30
33,106,1,15,29
34,107,8,11,33
35,115,4,6,37
36,117,1,15,36
37,118,10,11,34
38,118,2,14,35
39,118,7,2,38
40,129,8,11,40
41,129,5,2,39
42,137,4,20,44
43,139,1,17,43
44,140,10,11,41
45,140,2,14,42
46,140,7,8,45
47,151,5,11,46
48,162,8,11,47
49,162,10,14,48
50,162,2,16,49
51,162,4,2,50
52,173,7,16,51
53,183,10,7,54
54,183,2,9,55
55,183,7,17,56
56,184,5,16,52
57,184,8,19,53
58,192,10,18,59
59,193,8,10,58
60,193,5,3,57
61,200,2,18,60
62,201,8,6,63
63,203,7,19,61
64,203,5,13,62
65,208,10,18,64
66,216,2,18,65
67,216,8,6,68
68,218,5,15,67
69,219,7,19,66
70,219,10,2,69
71,229,7,9,71
72,229,5,15,72
73,230,8,14,73
74,230,2,2,70
75,239,10,9,74
76,249,2,9,75
77,258,5,10,77
78,259,7,9,76
79,259,10,13,79
80,259,2,15,80
81,260,8,14,78
82,269,5,4,81
83,269,2,3,84
84,270,10,15,83
85,271,8,14,82
86,280,2,3,88
87,281,10,15,87
88,282,5,14,85
89,282,8,16,86
90,291,2,3,91
91,292,10,17,90
92,293,8,16,89
93,302,2,5,94
94,303,10,17,93
95,304,8,16,92
96,314,10,2,95
97,323,10,3,97
98,325,2,2,96
99,334,2,10,98
100,343,2,10,99
101,351,2,6,100
102,359,2,6,101
103,367,2,20,102
104,375,2,20,103
105,386,2,4,104
106,397,2,4,105
107,408,2,8,106
108,419,2,14,107
109,430,2,19,108
110,441,2,19,109
111,451,2,7,110
112,460,2,10,111
113,469,2,10,112
114,477,2,6,113
115,485,2,20,114
116,496,2,8,115
117,507,2,8,116
118,518,2,19,117
119,528,2,7,118
120,538,2,7,119
