SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,10,18,0
2,8,1,20,1
3,9,6,10,3
4,9,4,3,2
5,10,2,7,4
6,20,7,7,5
7,20,5,9,6
8,20,9,15,7
9,21,3,8,8
10,21,8,16,9
11,29,6,6,13
12,29,2,18,14
13,29,4,1,12
14,30,5,10,16
15,30,7,5,15
16,32,10,16,10
17,32,1,19,11
18,39,9,10,17
19,39,8,5,19
20,41,3,8,18
21,48,10,5,20
22,49,1,9,21
23,49,4,12,22
24,49,6,17,23
25,58,8,10,29
26,59,2,17,24
27,60,9,11,27
28,60,3,14,28
29,60,7,2,25
30,60,5,4,26
31,67,10,10,30
32,68,1,13,31
33,76,5,18,36
34,76,7,1,35
35,78,4,13,32
36,79,2,11,34
37,79,3,16,38
38,79,6,4,33
39,79,9,2,37
40,90,8,4,39
41,101,1,8,41
42,101,4,16,42
43,101,10,4,40
44,109,7,6,45
45,109,2,1,44
46,111,5,7,46
47,112,6,16,43
48,120,3,18,48
49,120,10,20,49
50,121,4,10,51
51,121,1,3,50
52,122,6,7,52
53,123,9,16,47
54,132,2,7,53
55,132,7,9,54
56,132,5,12,55
57,134,9,16,56
58,142,4,18,59
59,142,1,1,58
60,145,10,16,57
61,150,6,18,60
62,150,2,20,61
63,151,7,10,62
64,152,5,9,63
65,153,9,19,64
66,161,1,6,66
67,162,4,10,67
68,163,6,7,68
69,163,2,9,69
70,163,7,12,70
71,164,10,19,65
72,171,9,1,72
73,172,10,20,73
74,173,5,12,71
75,174,1,15,74
76,182,7,18,78
77,184,4,15,75
78,185,2,16,77
79,185,6,4,76
80,192,9,6,80
81,192,10,20,81
82,194,5,15,79
83,203,7,10,86
84,203,2,3,85
85,204,1,15,82
86,204,4,17,83
87,205,6,11,84
88,205,5,8,87
89,215,2,9,92
90,216,10,8,88
91,216,1,11,89
92,216,4,16,90
93,216,6,19,91
94,216,7,2,93
95,227,5,11,94
96,227,10,14,95
97,227,1,16,96
98,235,6,20,98
99,237,2,9,99
100,238,4,16,97
101,238,7,8,100
102,238,5,14,101
103,238,10,19,102
104,249,1,8,103
105,257,7,18,107
106,258,10,3,108
107,259,6,9,105
108,259,2,12,106
109,260,4,8,104
110,260,1,11,109
111,269,10,3,111
112,271,4,19,110
113,271,1,11,112
114,280,10,3,114
115,280,10,5,115
116,282,4,8,113
117,290,10,9,116
118,300,10,13,117
119,311,10,2,118
120,322,10,4,119
