SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,11,8,11,2
2,11,2,2,0
3,11,10,4,1
4,20,6,3,7
5,21,1,13,6
6,22,5,11,3
7,22,7,16,4
8,22,4,19,5
9,29,3,3,8
10,31,9,13,9
11,31,2,15,10
12,40,8,3,12
13,41,10,15,11
14,48,4,6,15
15,48,7,1,14
16,49,5,3,13
17,50,6,9,17
18,51,1,8,16
19,60,3,9,18
20,60,2,15,19
21,69,8,10,21
22,70,10,15,20
23,77,7,6,23
24,77,4,20,24
25,78,5,10,22
26,78,6,1,26
27,79,3,5,27
28,80,1,15,25
29,87,8,6,30
30,87,5,18,31
31,87,10,1,29
32,88,2,5,28
33,90,7,2,32
34,98,6,20,35
35,100,1,15,34
36,101,4,2,33
37,106,2,20,36
38,111,4,15,41
39,111,1,17,42
40,112,5,14,39
41,112,7,19,40
42,112,10,2,37
43,112,8,4,38
44,115,2,3,43
45,124,10,3,44
46,132,8,6,45
47,132,5,20,46
48,133,4,10,48
49,135,7,8,47
50,141,10,18,51
51,141,2,1,50
52,142,1,10,49
53,144,8,11,52
54,144,5,16,53
55,146,7,19,54
56,151,4,10,55
57,159,10,18,57
58,160,2,10,56
59,161,5,9,59
60,162,8,11,58
61,170,2,3,61
62,171,7,9,60
63,172,5,13,64
64,172,10,2,62
65,173,8,14,63
66,180,2,3,66
67,181,7,15,65
68,183,10,11,67
69,184,8,14,68
70,190,2,10,71
71,191,5,15,69
72,191,7,17,70
73,194,10,11,72
74,195,8,14,73
75,201,5,15,74
76,202,7,19,75
77,212,10,7,77
78,212,8,12,78
79,212,5,17,79
80,212,7,9,80
81,213,2,19,76
82,223,2,9,81
83,223,10,12,82
84,224,8,16,83
85,224,5,2,84
86,235,10,14,86
87,235,8,16,87
88,235,2,2,85
89,235,5,4,88
90,245,10,9,90
91,246,8,16,91
92,246,2,4,89
93,256,10,13,93
94,257,2,16,92
95,257,8,19,94
96,267,10,17,96
97,268,2,19,95
98,277,2,10,97
99,278,10,17,98
100,286,2,10,99
101,294,2,6,100
102,302,2,6,101
103,310,2,18,102
104,318,2,20,103
105,329,2,4,104
106,340,2,8,105
107,351,2,8,106
108,362,2,14,107
109,373,2,14,108
110,384,2,19,109
111,394,2,7,110
112,404,2,7,111
113,414,2,9,112
114,422,2,6,113
115,430,2,18,114
116,438,2,20,115
117,449,2,8,116
118,460,2,8,117
119,471,2,14,118
120,481,2,7,119
