SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,5,2,0
2,12,10,12,2
3,15,2,5,4
4,17,5,4,1
5,23,6,1,3
6,24,10,9,5
7,26,4,10,7
8,31,10,4,6
9,33,2,3,10
10,34,7,2,8
11,36,10,14,9
12,41,8,14,11
13,43,4,10,13
14,48,2,4,14
15,52,8,16,12
16,53,5,9,16
17,54,7,1,15
18,55,5,10,17
19,57,2,10,18
20,62,2,14,20
21,69,1,8,19
22,75,2,1,21
23,78,6,20,23
24,83,7,8,22
25,87,7,19,24
26,91,2,19,26
27,93,4,15,29
28,93,2,3,28
29,95,8,19,27
30,95,2,10,30
31,97,5,11,25
32,100,8,14,31
33,104,2,20,32
34,106,2,10,33
35,108,2,3,34
36,110,1,15,37
37,113,2,14,35
38,118,8,14,39
39,118,10,2,36
40,124,2,16,38
41,126,7,15,42
42,128,5,15,47
43,131,1,13,44
44,131,10,18,46
45,131,3,5,45
46,132,8,11,40
47,136,2,6,41
48,138,7,9,43
49,138,3,3,49
50,140,2,19,48
51,142,2,10,50
52,146,1,17,53
53,147,2,14,52
54,148,1,10,54
55,149,5,20,51
56,150,1,15,55
57,151,8,12,57
58,158,4,20,58
59,160,5,16,56
60,162,7,19,61
61,163,10,13,62
62,166,2,19,63
63,170,4,6,59
64,172,8,11,60
65,178,2,9,64
66,186,8,11,65
67,188,2,2,67
68,188,10,3,68
69,190,6,9,66
70,190,4,19,69
71,190,5,17,70
72,202,2,9,71
73,204,10,15,73
74,209,2,4,72
75,211,5,3,76
76,214,8,6,74
77,218,2,20,75
78,221,8,4,77
79,223,5,15,79
80,223,6,3,81
81,225,7,17,80
82,228,5,13,82
83,231,2,7,84
84,232,8,16,78
85,233,9,13,83
86,243,2,6,85
87,257,2,8,86
88,260,2,7,87
89,262,2,15,89
90,263,10,7,88
91,265,5,18,90
92,267,10,15,94
93,270,5,14,92
94,271,7,16,91
95,279,2,8,93
96,284,10,18,96
97,288,2,20,95
98,288,10,17,97
99,300,3,9,99
100,302,10,11,98
101,307,2,18,102
102,314,8,6,101
103,316,10,11,100
104,320,10,17,104
105,321,2,8,103
106,323,2,15,106
107,323,8,3,107
108,325,8,10,109
109,326,2,7,108
110,328,7,9,105
111,338,4,2,112
112,340,7,6,110
113,342,2,8,111
114,347,2,18,113
115,351,7,19,115
116,357,2,2,114
117,358,8,16,116
118,360,10,1,117
119,370,10,2,118
120,372,2,6,119
