SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,2,3,3,8
2,5,1,13,7
3,9,6,20,6
4,10,9,13,9
5,10,4,2,5
6,12,7,6,3
7,12,5,9,4
8,13,10,1,2
9,14,2,8,0
10,14,8,11,1
11,19,2,14,10
12,21,4,10,15
13,21,5,3,14
14,23,7,17,13
15,24,8,14,11
16,24,10,18,12
17,27,1,17,17
18,32,6,1,16
19,35,3,9,18
20,37,5,10,23
21,39,7,19,22
22,39,4,10,24
23,45,10,2,21
24,46,8,16,20
25,47,2,9,19
26,49,1,10,26
27,52,3,5,27
28,57,8,14,29
29,57,2,5,28
30,59,6,9,25
31,59,5,15,32
32,61,7,19,31
33,61,4,15,33
34,61,6,3,34
35,62,10,14,30
36,63,1,15,35
37,65,2,15,36
38,77,8,11,37
39,79,1,15,42
40,81,2,15,43
41,86,4,20,41
42,88,5,16,40
43,90,7,1,39
44,91,10,11,38
45,105,8,11,44
46,109,4,19,48
47,115,5,2,47
48,117,7,9,46
49,119,10,11,45
50,119,1,8,49
51,131,8,6,51
52,131,10,9,52
53,133,2,8,50
54,140,5,20,54
55,143,7,9,53
56,143,4,6,55
57,153,10,2,58
58,154,8,16,57
59,155,2,6,56
60,160,5,4,60
61,163,7,2,59
62,165,8,14,62
63,165,10,18,63
64,165,5,15,65
65,167,7,19,64
66,167,2,4,61
67,169,7,15,69
68,174,10,4,68
69,179,8,6,67
70,181,2,8,66
71,181,5,11,70
72,186,10,13,73
73,191,5,13,75
74,192,8,16,72
75,194,2,1,71
76,195,7,8,74
77,197,10,7,78
78,198,8,19,77
79,199,2,14,76
80,204,5,14,80
81,206,7,16,79
82,206,8,3,82
83,208,10,3,83
84,209,2,14,81
85,211,5,18,84
86,213,8,10,86
87,213,10,12,87
88,215,5,17,88
89,216,2,18,85
90,218,8,12,90
91,218,10,15,91
92,220,2,19,89
93,224,10,17,94
94,227,8,4,93
95,234,2,8,92
96,236,10,15,96
97,238,2,19,95
98,242,10,17,98
99,250,2,6,97
100,254,2,19,99
101,257,2,7,100
102,260,2,7,101
103,262,2,3,102
104,264,2,10,103
105,276,2,6,104
106,288,2,9,105
107,299,2,16,106
108,309,2,2,107
109,319,2,2,108
110,328,2,20,109
111,335,2,4,110
112,340,2,18,111
113,343,2,7,112
114,345,2,3,113
115,347,2,3,114
116,349,2,10,115
117,358,2,20,116
118,367,2,20,117
119,369,2,10,118
120,371,2,10,119
