SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,12,10,9,1
2,14,1,8,0
3,16,9,19,7
4,19,5,4,6
5,21,6,20,5
6,22,7,2,4
7,23,4,16,3
8,24,2,9,2
9,28,3,8,8
10,34,8,16,9
11,39,4,13,13
12,39,7,18,14
13,41,9,10,17
14,42,5,7,16
15,43,2,20,12
16,44,6,18,15
17,44,10,2,11
18,45,1,16,10
19,46,8,4,19
20,50,1,13,20
21,53,3,8,18
22,55,10,13,21
23,55,2,18,22
24,58,7,7,24
25,60,4,18,23
26,60,5,10,26
27,60,9,15,27
28,61,6,7,25
29,62,1,19,30
30,63,8,5,29
31,64,7,10,34
32,64,4,3,33
33,65,2,7,32
34,66,10,19,31
35,69,3,16,28
36,76,6,11,35
37,78,8,10,39
38,78,1,15,40
39,81,3,14,38
40,89,9,1,37
41,90,5,11,36
42,90,10,8,41
43,103,4,1,43
44,104,2,11,42
45,105,1,3,49
46,107,2,12,51
47,107,10,3,50
48,108,3,18,48
49,109,4,12,52
50,114,9,16,47
51,115,6,6,45
52,115,5,9,46
53,116,7,1,44
54,128,6,9,54
55,130,7,8,53
56,137,1,20,57
57,139,9,16,56
58,140,5,9,55
59,141,2,17,59
60,143,7,10,61
61,145,4,17,60
62,145,6,10,62
63,145,5,12,63
64,146,10,20,58
65,157,9,11,64
66,168,10,16,66
67,170,7,12,69
68,171,1,11,65
69,172,4,19,68
70,179,2,16,67
71,184,5,14,71
72,190,6,16,70
73,191,9,6,72
74,193,4,10,76
75,194,2,7,75
76,202,10,16,74
77,203,1,6,73
78,205,1,15,81
79,205,4,10,84
80,205,2,3,83
81,208,5,18,79
82,210,6,4,78
83,212,10,20,82
84,213,9,2,80
85,215,7,6,77
86,217,5,12,87
87,222,6,4,86
88,224,10,20,89
89,226,4,16,91
90,227,7,9,85
91,228,2,1,90
92,229,1,8,88
93,229,5,15,94
94,231,6,17,93
95,236,10,4,96
96,237,7,2,92
97,240,4,16,98
98,241,2,9,97
99,241,6,19,100
100,242,7,5,99
101,243,1,11,95
102,245,4,15,105
103,246,6,7,107
104,248,7,18,106
105,250,10,4,103
106,251,5,8,101
107,255,2,9,104
108,257,1,11,102
109,262,10,5,109
110,270,1,1,108
111,271,4,8,110
112,275,10,5,112
113,280,10,14,114
114,282,1,9,111
115,285,4,8,113
116,285,10,18,115
117,289,10,19,116
118,291,10,3,117
119,293,10,10,119
120,293,10,3,118
