SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,5,2,3,0
2,10,1,3,1
3,14,1,4,2
4,18,1,4,3
5,27,1,5,4
6,36,1,5,5
7,40,3,4,7
8,45,1,5,6
9,50,1,3,8
10,60,1,1,9
11,70,1,1,10
12,80,3,1,11
13,84,3,4,13
14,90,2,1,12
15,97,3,2,14
16,100,1,1,15
17,109,1,5,16
18,113,1,4,17
19,118,3,3,19
20,122,1,5,18
