SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,2,1,1
2,18,5,6,0
3,21,5,9,3
4,36,1,6,2
5,40,1,10,4
6,44,2,3,5
7,46,3,5,6
8,53,4,7,7
9,61,4,1,9
10,64,3,6,8
11,68,5,10,13
12,69,4,3,10
13,78,1,7,11
14,82,3,6,12
15,99,1,7,16
16,100,4,6,14
17,104,2,4,15
18,114,4,5,18
19,121,2,7,17
20,126,1,4,19
21,131,2,5,20
22,143,1,7,21
23,155,2,2,23
24,161,1,6,22
25,164,4,9,25
26,168,4,10,26
27,172,4,10,27
28,176,3,1,28
29,179,5,6,24
30,188,3,2,29
31,205,3,7,30
32,222,4,7,31
33,227,1,4,32
34,234,4,2,33
35,235,1,3,35
36,243,1,1,36
37,245,2,8,37
38,246,1,9,38
39,249,3,4,34
40,254,1,1,39
41,258,5,2,40
42,275,5,7,41
43,280,2,4,42
44,288,4,1,45
45,290,2,8,44
46,296,1,3,47
47,300,4,2,46
48,302,3,4,43
49,312,3,5,48
50,315,3,9,49
51,325,3,5,51
52,327,1,2,52
53,334,2,4,50
54,335,4,5,53
55,343,3,6,54
56,351,1,3,56
57,365,3,4,55
58,387,1,4,57
59,405,1,6,58
60,413,1,3,59
