SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,4,5,0
2,22,5,4,1
3,25,3,9,3
4,26,2,10,4
5,44,1,4,2
6,48,1,10,6
7,52,3,10,7
8,56,2,1,8
9,58,1,5,9
10,66,5,4,5
11,68,2,8,11
12,68,3,5,10
13,75,1,7,12
14,86,3,6,13
15,94,1,1,15
16,94,3,3,16
17,104,2,6,14
18,112,2,3,17
19,114,3,8,18
20,124,2,8,19
21,126,3,2,20
22,141,2,7,21
23,148,3,4,22
24,151,3,9,24
25,170,2,4,23
26,174,2,10,25
27,180,3,8,26
28,186,2,2,27
29,198,3,2,28
30,203,2,7,29
31,220,3,4,30
32,242,2,4,31
33,245,2,9,32
34,249,2,10,33
35,257,2,1,34
36,265,2,3,35
37,275,2,5,36
38,287,2,2,37
39,304,2,7,38
40,321,2,7,39
41,339,2,6,40
42,361,2,4,41
43,364,2,9,42
44,368,2,10,43
45,378,2,5,44
46,388,2,5,45
47,405,2,7,46
48,422,2,7,47
49,440,2,6,48
50,443,2,9,49
51,446,2,9,50
52,450,2,10,51
53,460,2,5,52
54,470,2,5,53
55,487,2,7,54
56,504,2,7,55
57,522,2,6,56
58,525,2,9,57
59,535,2,5,58
60,553,2,6,59
