SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,4,5,0
2,8,5,4,1
3,16,1,4,2
4,16,3,5,3
5,17,2,2,4
6,24,5,4,5
7,24,1,5,6
8,26,3,2,7
9,35,1,7,9
10,35,2,2,8
11,36,3,3,10
12,45,2,8,11
13,47,1,10,12
14,55,2,1,14
15,59,3,10,13
16,63,1,1,15
17,67,3,4,16
18,75,2,4,17
19,76,3,2,18
20,84,2,7,19
21,86,3,8,20
22,96,2,8,21
23,96,3,9,22
24,104,3,4,24
25,108,2,6,23
26,116,2,4,25
27,118,3,8,26
28,126,2,9,27
29,136,3,9,28
30,138,2,6,29
31,150,3,6,30
32,162,2,6,31
33,174,2,10,32
34,182,2,1,33
35,190,2,4,34
36,198,2,5,35
37,207,2,7,36
38,216,2,7,37
39,226,2,3,38
40,236,2,9,39
41,246,2,9,40
42,258,2,6,41
43,270,2,10,42
44,278,2,5,43
45,286,2,5,44
46,295,2,7,45
47,304,2,7,46
48,314,2,3,47
49,324,2,9,48
50,334,2,9,49
51,346,2,6,50
52,358,2,10,51
53,366,2,5,52
54,374,2,5,53
55,383,2,7,54
56,392,2,7,55
57,404,2,10,56
58,416,2,10,57
59,424,2,5,58
60,433,2,7,59
