SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,4,9,0
2,12,1,6,1
3,24,1,6,2
4,32,4,1,4
5,32,1,4,5
6,36,3,6,3
7,44,3,5,6
8,46,4,3,7
9,52,3,4,8
10,56,1,10,9
11,60,2,4,10
12,66,1,3,11
13,75,1,2,12
14,84,5,2,13
15,87,4,6,14
16,99,1,6,15
17,107,4,5,17
18,107,1,4,18
19,111,5,6,16
20,115,3,4,19
21,123,2,4,20
22,131,1,4,21
23,131,3,1,23
24,131,2,5,24
25,132,4,7,22
26,139,3,4,25
27,141,1,3,26
28,149,1,1,28
29,149,2,4,29
30,151,3,6,27
31,160,1,7,31
32,163,5,6,30
33,173,5,9,32
34,173,2,8,34
35,173,1,3,35
36,175,4,10,33
37,181,2,1,36
38,184,4,2,37
39,194,3,9,40
40,194,1,3,39
41,196,4,10,38
42,204,3,5,43
43,205,4,7,41
44,206,2,3,42
45,214,1,7,44
46,214,3,2,45
47,223,1,7,46
48,224,2,8,47
49,233,2,7,48
50,241,4,5,50
51,242,5,7,49
52,250,1,1,52
53,251,3,7,51
54,258,4,1,53
55,261,1,9,55
56,263,3,6,54
57,271,3,5,56
58,272,2,2,57
59,275,5,10,58
60,281,4,2,59
