SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,4,5,0
2,8,5,4,1
3,16,1,4,2
4,16,3,5,3
5,20,2,6,4
6,24,5,4,5
7,24,1,5,6
8,32,3,6,7
9,42,3,3,10
10,44,2,6,8
11,44,1,10,9
12,52,3,4,13
13,53,1,7,12
14,54,2,8,11
15,62,2,4,14
16,62,1,1,15
17,70,3,4,16
18,78,2,4,17
19,82,3,10,18
20,92,3,8,20
21,94,2,10,19
22,104,2,8,21
23,104,3,9,22
24,113,2,2,23
25,114,3,8,24
26,123,2,9,25
27,132,2,2,27
28,133,3,9,26
29,142,2,7,29
30,142,3,2,28
31,151,2,7,31
32,151,3,2,30
33,160,2,7,32
34,168,2,1,33
35,176,2,4,34
36,184,2,5,35
37,196,2,6,36
38,208,2,10,37
39,218,2,3,38
40,228,2,9,39
41,238,2,9,40
42,247,2,7,41
43,256,2,7,42
44,264,2,1,43
45,272,2,5,44
46,280,2,5,45
47,292,2,6,46
48,304,2,10,47
49,314,2,3,48
50,324,2,9,49
51,334,2,9,50
52,343,2,7,51
53,352,2,7,52
54,360,2,5,53
55,368,2,5,54
56,380,2,6,55
57,392,2,10,56
58,401,2,7,57
59,409,2,5,58
60,421,2,10,59
