SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,3,2,9,0
2,4,3,10,1
3,8,1,1,2
4,10,4,5,4
5,20,3,8,6
6,20,2,5,5
7,22,5,4,3
8,27,1,7,7
9,44,5,4,8
10,47,3,9,10
11,48,1,10,11
12,66,2,4,9
13,74,2,1,12
14,74,3,3,13
15,76,1,5,14
16,84,2,8,15
17,86,3,2,16
18,98,1,4,17
19,101,3,9,19
20,120,2,4,18
21,124,2,10,20
22,130,3,5,21
23,140,3,8,23
24,140,2,5,22
25,152,2,2,24
26,158,3,6,25
27,176,2,6,26
28,179,2,9,28
29,180,3,4,27
30,192,3,2,29
31,204,2,2,30
32,214,3,4,31
33,236,2,4,32
34,239,2,9,33
35,243,2,10,34
36,251,2,1,35
37,259,2,3,36
38,269,2,5,37
39,279,2,8,38
40,296,2,7,39
41,313,2,7,40
42,331,2,6,41
43,334,2,9,42
44,337,2,9,43
45,341,2,10,44
46,349,2,3,45
47,359,2,5,46
48,369,2,5,47
49,386,2,7,48
50,403,2,7,49
51,421,2,6,50
52,425,2,10,51
53,429,2,10,52
54,439,2,5,53
55,456,2,7,54
56,473,2,7,55
57,491,2,6,56
58,508,2,7,57
59,525,2,7,58
60,543,2,6,59
