SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,5,4,3
2,8,4,5,4
3,9,1,7,2
4,12,2,6,0
5,12,3,10,1
6,20,2,5,5
7,20,5,4,8
8,24,3,6,6
9,24,1,10,7
10,28,2,4,9
11,32,3,5,10
12,32,1,1,11
13,40,2,1,12
14,40,3,4,13
15,40,1,5,14
16,48,1,4,17
17,50,3,3,16
18,52,2,6,15
19,60,2,4,18
20,62,3,8,19
21,72,2,8,20
22,72,3,9,21
23,80,3,4,23
24,81,2,2,22
25,89,2,4,24
26,91,3,8,25
27,101,2,8,26
28,101,3,9,27
29,110,2,2,28
30,119,2,7,30
31,119,3,2,29
32,128,2,7,32
33,128,3,2,31
34,137,2,7,33
35,145,2,1,34
36,153,2,5,35
37,161,2,5,36
38,173,2,6,37
39,185,2,10,38
40,195,2,3,39
41,205,2,9,40
42,215,2,9,41
43,224,2,7,42
44,233,2,7,43
45,241,2,5,44
46,249,2,5,45
47,261,2,6,46
48,273,2,10,47
49,283,2,3,48
50,293,2,9,49
51,303,2,9,50
52,312,2,7,51
53,321,2,7,52
54,329,2,5,53
55,341,2,6,54
56,353,2,10,55
57,365,2,10,56
58,375,2,9,57
59,384,2,7,58
60,396,2,10,59
