SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,9,2,7,0
2,17,2,5,1
3,26,2,7,2
4,27,3,8,3
5,36,2,3,4
6,46,2,8,5
7,54,2,5,6
8,62,4,5,7
9,62,1,4,8
10,63,2,2,9
11,72,2,7,10
12,80,3,5,12
13,84,2,6,11
14,92,2,1,13
15,100,2,4,14
16,112,2,10,15
17,121,2,7,16
18,121,3,2,17
19,133,3,10,18
20,145,2,10,19
21,155,2,9,20
22,163,2,5,21
23,171,2,5,22
24,172,3,2,23
25,179,2,1,24
26,188,2,2,25
27,196,5,4,27
28,200,2,10,26
29,209,2,7,28
30,217,3,4,30
31,218,1,7,29
32,227,2,7,31
33,228,3,9,33
34,230,1,10,32
35,235,2,5,34
36,236,3,4,35
37,243,1,5,36
38,247,2,10,37
39,257,3,9,39
40,257,2,3,38
41,269,3,6,40
42,281,2,6,41
43,289,2,4,42
44,297,5,4,43
45,299,3,3,45
46,301,2,6,44
47,311,2,8,46
48,321,2,9,47
49,333,2,10,48
50,341,2,4,49
51,351,2,9,50
52,360,2,7,51
53,370,2,9,52
54,379,2,7,53
55,391,2,6,54
56,399,2,5,55
57,411,2,6,56
58,419,1,1,59
59,421,2,9,57
60,421,3,8,58
