SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,4,5,10,4
2,12,4,2,3
3,17,2,7,2
4,18,3,6,1
5,22,1,4,0
6,25,3,9,6
7,26,1,10,5
8,36,3,5,11
9,38,1,2,10
10,39,5,7,9
11,40,4,6,8
12,44,2,4,7
13,47,5,9,14
14,50,1,9,15
15,52,4,1,13
16,54,2,8,12
17,66,2,2,17
18,69,3,4,16
19,78,4,2,18
20,84,5,6,19
21,94,2,5,22
22,101,3,7,21
23,102,1,6,20
24,104,4,5,23
25,120,5,6,24
26,128,4,1,28
27,130,2,8,27
28,132,3,2,26
29,138,1,6,25
30,144,5,2,29
31,146,1,1,30
32,150,4,10,33
33,154,3,1,31
34,154,2,3,32
35,168,1,4,34
36,176,2,1,36
37,176,4,3,37
38,184,1,3,38
39,190,3,4,35
40,212,3,4,39
41,229,4,7,41
42,234,2,4,40
43,239,3,5,43
44,246,1,7,42
45,256,2,4,44
46,263,4,7,45
47,273,3,5,47
48,280,1,7,46
49,283,4,5,48
50,287,4,10,51
51,288,1,1,49
52,298,3,6,50
53,301,4,9,54
54,310,1,4,52
55,316,3,6,53
56,334,1,6,55
57,351,1,7,56
58,359,1,3,57
59,367,1,3,58
60,375,1,3,59
