SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,6,6,1
2,8,2,12,2
3,8,4,17,3
4,8,5,4,0
5,9,8,7,4
6,9,9,8,5
7,18,10,8,6
8,19,3,3,7
9,27,1,17,9
10,29,7,3,8
11,35,5,17,10
12,36,6,7,11
13,36,2,8,12
14,37,4,2,13
15,39,8,3,14
16,49,9,20,15
17,57,7,12,18
18,59,10,20,16
19,61,3,10,17
20,65,5,12,19
21,65,6,14,20
22,65,2,17,21
23,66,4,7,22
24,67,8,2,23
25,75,3,12,26
26,76,7,8,27
27,77,9,2,24
28,77,10,3,25
29,85,5,8,28
30,85,3,17,35
31,87,4,11,31
32,87,8,15,32
33,87,6,2,29
34,87,2,3,30
35,88,10,18,34
36,88,9,5,33
37,93,5,17,36
38,96,6,7,37
39,97,2,2,38
40,107,8,11,40
41,107,4,2,39
42,108,9,18,41
43,109,10,16,42
44,117,2,6,45
45,117,4,12,46
46,117,6,4,44
47,119,8,11,47
48,121,5,16,43
49,121,9,10,48
50,125,10,4,49
51,133,6,6,51
52,133,2,12,52
53,133,4,17,53
54,133,10,14,56
55,133,5,4,50
56,135,8,20,54
57,137,9,10,55
58,141,5,14,57
59,141,6,17,58
60,142,2,7,59
61,142,4,8,60
62,145,9,4,62
63,146,8,1,61
64,147,10,15,63
65,157,5,15,64
66,157,6,19,65
67,157,2,20,66
68,158,4,5,67
69,166,9,4,69
70,168,10,20,70
71,169,8,5,68
72,177,9,14,76
73,178,5,20,71
74,179,6,1,72
75,180,4,13,74
76,180,2,5,73
77,181,8,10,75
78,186,5,14,77
79,187,6,17,78
80,189,2,7,79
81,190,4,2,80
82,192,8,1,81
83,195,9,17,82
84,203,5,17,83
85,204,6,8,84
86,205,2,3,85
87,215,4,3,86
88,216,8,1,87
89,227,2,9,90
90,227,4,18,91
91,227,5,1,88
92,227,6,5,89
93,228,8,16,92
94,235,5,6,93
95,235,6,12,94
96,237,2,11,95
97,247,4,11,96
98,248,8,5,97
99,259,6,9,99
100,259,5,5,98
101,260,2,10,100
102,268,5,6,103
103,268,6,12,104
104,270,2,11,105
105,272,4,10,101
106,272,8,16,102
107,282,4,15,106
108,283,8,5,107
109,294,6,9,109
110,294,5,5,108
111,295,2,16,110
112,303,5,6,113
113,303,6,12,114
114,303,8,4,112
115,305,2,15,115
116,307,4,16,111
117,317,4,15,116
118,318,8,9,117
119,326,4,4,121
120,329,5,9,118
121,329,6,13,119
122,330,2,16,120
123,337,5,6,122
124,337,6,12,123
125,340,2,15,124
126,350,4,15,125
127,350,5,19,126
128,350,6,20,127
129,351,2,5,128
130,358,4,6,129
131,366,5,6,130
132,366,6,14,131
133,368,2,15,132
134,378,4,15,133
135,378,5,20,134
136,379,6,5,135
137,387,4,17,137
138,390,2,5,136
139,395,5,17,138
140,396,6,8,139
141,400,2,15,140
142,408,2,4,144
143,410,4,15,141
144,410,5,20,142
145,411,6,13,143
146,420,4,2,145
147,430,2,19,148
148,430,5,2,146
149,430,6,3,147
150,438,2,6,152
151,440,4,19,149
152,440,5,20,150
153,441,6,13,151
154,450,4,2,153
155,460,2,19,156
156,460,5,2,154
157,460,6,3,155
158,470,4,19,157
159,470,5,20,158
160,471,6,18,159
161,480,2,19,160
162,480,4,20,161
163,490,5,20,162
164,490,2,19,164
165,491,6,18,163
166,500,4,20,165
167,510,5,20,166
168,512,6,10,167
169,520,2,20,168
170,530,4,20,169
171,531,5,5,170
172,532,6,10,171
173,541,4,3,173
174,542,2,5,172
175,551,6,15,175
176,551,5,3,174
177,553,2,9,176
178,561,4,3,177
179,571,6,15,179
180,571,5,3,178
181,581,5,15,180
182,583,6,10,181
183,595,5,10,182
184,595,6,16,183
185,603,5,12,184
186,603,6,14,185
187,611,5,14,186
188,611,6,17,187
189,620,5,7,188
190,620,6,8,189
191,630,6,15,191
192,630,5,2,190
193,640,5,15,192
194,642,6,16,193
195,648,5,12,194
196,650,6,17,195
197,658,5,17,196
198,660,6,2,197
199,668,5,3,198
200,670,6,15,199
201,678,6,4,201
202,680,5,15,200
203,688,5,12,202
204,688,6,17,203
205,696,5,17,204
206,705,5,7,205
207,714,5,8,206
208,724,5,3,207
209,734,5,3,208
210,744,5,11,209
211,754,5,15,210
212,764,5,20,211
213,775,5,5,212
214,786,5,5,213
215,797,5,13,214
216,808,5,13,215
217,819,5,18,216
218,831,5,10,217
219,839,5,12,218
220,847,5,12,219
221,856,5,8,220
222,866,5,11,221
223,876,5,11,222
224,887,5,5,223
225,898,5,5,224
226,909,5,13,225
227,920,5,13,226
228,931,5,18,227
229,943,5,10,228
230,953,5,11,229
231,963,5,11,230
232,974,5,5,231
233,985,5,13,232
234,996,5,18,233
235,1008,5,10,234
236,1020,5,10,235
237,1030,5,11,236
238,1040,5,11,237
239,1052,5,10,238
240,1064,5,10,239
