SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,3,2,16,0
2,4,6,9,1
3,5,5,3,2
4,16,5,17,3
5,19,4,15,7
6,21,5,13,4
7,31,2,12,5
8,32,6,10,6
9,35,2,15,10
10,37,8,20,12
11,47,6,12,9
12,48,9,10,8
13,49,5,5,11
14,51,5,6,14
15,57,9,4,13
16,64,5,2,15
17,75,5,11,16
18,79,6,12,17
19,86,5,11,18
20,103,5,5,19
21,108,5,20,20
22,114,1,17,21
23,117,5,16,25
24,119,2,20,23
25,119,4,3,24
26,125,6,17,22
27,130,5,3,28
28,139,8,1,27
29,140,2,12,29
30,141,6,10,26
31,142,9,5,30
32,148,7,8,32
33,151,8,7,31
34,159,5,5,33
35,163,4,7,34
36,169,5,14,36
37,171,5,6,37
38,176,4,2,35
39,182,5,17,39
40,184,3,12,38
41,189,6,2,40
42,194,2,19,43
43,200,4,17,44
44,202,8,2,41
45,205,3,10,42
46,205,4,3,45
47,210,6,3,46
48,213,6,16,48
49,221,5,10,47
50,238,5,5,49
51,241,4,15,52
52,241,6,16,53
53,244,2,15,54
54,254,5,10,50
55,255,8,5,51
56,259,5,20,55
57,264,5,3,56
58,269,2,19,58
59,279,5,12,57
60,284,6,3,61
61,290,5,11,59
62,296,2,5,60
63,301,6,18,62
64,306,10,20,64
65,318,5,18,63
66,330,5,7,65
67,334,8,10,67
68,335,5,20,68
69,335,6,13,69
70,335,2,5,66
71,340,4,20,70
72,350,5,12,71
73,353,2,16,73
74,353,6,15,74
75,354,8,9,76
76,355,5,20,72
77,359,8,3,77
78,361,3,17,75
79,365,2,9,80
80,366,4,13,79
81,372,5,17,78
82,387,5,12,81
83,389,8,5,82
84,392,5,13,83
85,397,5,3,84
86,400,5,15,85
87,403,8,15,86
88,409,6,4,87
89,416,5,10,88
90,417,2,5,89
91,420,5,9,90
92,421,4,19,91
93,422,10,14,92
94,425,2,15,94
95,427,4,19,95
96,431,10,8,93
97,442,2,5,96
98,446,6,9,98
99,453,2,17,97
100,456,6,15,101
101,458,5,10,99
102,461,6,20,103
103,464,4,17,100
104,468,7,12,102
105,469,4,3,108
106,470,2,8,107
107,470,6,4,106
108,472,8,1,105
109,474,5,10,104
110,479,4,20,112
111,483,6,8,110
112,485,5,11,109
113,490,2,10,111
114,491,8,5,113
115,494,8,16,114
116,502,5,11,117
117,503,2,7,116
118,505,6,1,115
119,516,6,17,118
120,519,4,16,121
121,522,6,14,119
122,527,8,11,120
123,538,4,11,122
124,544,5,18,123
125,544,6,5,124
126,549,5,19,125
127,566,5,5,126
128,575,5,8,127
129,580,5,20,128
130,585,5,13,130
131,588,6,2,129
132,590,5,13,131
133,607,5,5,132
134,612,2,20,134
135,623,2,11,135
136,624,6,5,133
137,627,4,15,137
138,629,4,6,139
139,632,10,20,140
140,638,5,1,138
141,641,6,18,136
142,646,2,3,144
143,650,5,7,141
144,650,6,8,143
145,653,5,15,145
146,655,4,5,142
147,664,5,17,146
148,677,9,2,148
149,681,5,5,147
150,695,8,1,150
151,698,5,5,149
152,704,5,14,151
153,709,5,13,152
154,709,3,3,153
155,720,5,11,154
156,722,5,6,156
157,724,6,6,157
158,726,4,18,155
159,728,2,6,161
160,730,5,14,159
161,733,2,19,162
162,735,6,17,158
163,739,4,2,160
164,745,5,12,163
165,747,5,6,164
166,752,5,20,165
167,755,6,15,169
168,760,4,2,166
169,761,5,8,167
170,761,8,4,168
171,772,5,17,170
172,774,5,6,171
173,777,10,15,175
174,780,6,14,174
175,783,8,11,172
176,790,5,10,173
177,795,6,12,176
178,807,5,18,177
179,813,6,14,180
180,820,4,2,179
181,822,5,12,178
182,824,2,6,184
183,831,4,17,181
184,831,5,8,182
185,831,10,4,183
186,840,9,4,185
187,849,2,4,186
188,861,2,7,187
189,862,5,2,188
190,867,5,3,189
191,871,6,8,190
192,882,6,17,191
193,887,6,19,192
194,899,6,7,193
195,902,5,15,196
196,904,6,13,194
197,905,5,15,197
198,908,9,8,195
199,915,6,17,199
200,918,4,10,198
201,923,5,20,202
202,929,2,11,201
203,930,6,7,203
204,934,9,10,200
205,937,6,15,205
206,951,9,18,204
207,960,4,8,207
208,968,10,18,206
209,971,4,15,210
210,973,10,3,208
211,974,2,15,212
212,977,5,15,213
213,980,4,4,211
214,984,6,10,209
215,985,9,17,214
216,986,6,6,217
217,989,5,4,215
218,991,4,11,216
219,1002,5,11,218
220,1004,4,2,219
221,1019,4,12,220
222,1022,4,15,222
223,1034,5,12,221
224,1037,10,16,225
225,1038,2,9,224
226,1043,9,20,227
227,1043,2,3,226
228,1047,5,2,223
229,1056,5,4,228
230,1061,4,20,232
231,1067,5,17,229
232,1069,2,2,230
233,1071,6,12,231
234,1076,6,13,234
235,1083,5,10,233
236,1086,8,16,237
237,1088,5,20,235
238,1088,2,19,239
239,1088,7,3,236
240,1089,9,14,238
