SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,11,2,5,2
2,12,5,10,0
3,12,6,16,1
4,22,8,9,4
5,22,9,18,5
6,22,4,5,3
7,32,3,3,7
8,33,10,18,6
9,40,1,17,9
10,42,7,3,8
11,48,5,17,10
12,50,8,2,14
13,51,4,13,13
14,52,6,10,11
15,52,2,16,12
16,58,3,12,17
17,60,9,2,15
18,60,10,3,16
19,66,7,12,18
20,66,5,14,19
21,66,6,17,20
22,70,2,10,21
23,70,4,16,22
24,70,10,15,25
25,71,8,1,23
26,71,9,5,24
27,74,3,17,26
28,75,7,8,27
29,83,2,6,30
30,83,4,12,31
31,83,6,4,29
32,84,5,8,28
33,87,8,10,32
34,99,9,10,33
35,99,10,16,34
36,111,3,10,35
37,121,8,3,40
38,122,4,18,39
39,122,2,5,38
40,123,5,10,36
41,123,6,16,37
42,131,9,20,41
43,139,4,6,46
44,139,2,4,45
45,140,5,7,43
46,140,6,8,44
47,141,10,20,42
48,143,8,16,47
49,149,9,8,48
50,157,6,6,51
51,157,2,12,52
52,157,4,17,53
53,157,5,4,50
54,158,10,8,49
55,161,8,16,54
56,165,9,4,55
57,173,5,6,57
58,173,6,12,58
59,173,2,17,59
60,173,10,4,56
61,181,4,17,60
62,181,10,14,63
63,181,9,4,62
64,184,8,1,61
65,189,5,14,64
66,189,6,17,65
67,191,4,2,67
68,193,2,16,66
69,194,8,11,68
70,197,9,14,69
71,199,10,20,70
72,207,9,17,76
73,207,4,4,74
74,208,6,7,72
75,208,2,8,73
76,209,5,20,71
77,210,8,1,75
78,217,5,17,77
79,219,4,2,80
80,220,8,11,81
81,220,2,5,79
82,221,6,10,78
83,233,9,10,82
84,243,8,15,87
85,243,4,2,86
86,244,6,1,84
87,244,2,5,85
88,245,5,10,83
89,253,8,4,92
90,254,4,7,91
91,255,5,15,88
92,255,6,19,89
93,255,2,20,90
94,263,6,6,94
95,263,2,12,95
96,263,4,17,96
97,263,5,4,93
98,266,8,5,97
99,276,2,2,100
100,277,6,9,99
101,277,5,5,98
102,286,8,20,102
103,286,4,2,101
104,294,2,6,105
105,295,6,7,104
106,296,5,20,103
107,297,8,5,107
108,298,4,10,106
109,307,2,3,110
110,308,6,9,109
111,308,5,5,108
112,316,8,7,112
113,317,4,3,111
114,325,5,7,113
115,325,6,8,114
116,327,2,9,115
117,327,4,2,116
118,328,8,5,117
119,338,2,3,120
120,339,6,13,119
121,339,5,5,118
122,348,4,3,121
123,349,5,11,122
124,349,6,15,123
125,349,2,19,124
126,358,4,20,125
127,358,5,8,126
128,367,6,8,127
129,368,4,3,129
130,369,2,9,128
131,378,6,15,131
132,378,5,3,130
133,386,6,4,135
134,388,2,15,132
135,388,4,19,133
136,388,5,20,134
137,398,2,11,136
138,408,4,11,137
139,408,5,15,138
140,408,6,20,139
141,417,4,8,141
142,418,2,20,140
143,425,6,12,143
144,426,5,8,142
145,428,2,11,144
146,436,6,12,147
147,438,4,11,145
148,438,5,15,146
149,448,2,15,148
150,456,6,12,151
151,458,4,15,149
152,458,5,19,150
153,468,2,15,152
154,476,6,14,155
155,478,4,15,153
156,478,5,20,154
157,488,2,15,156
158,496,6,14,159
159,498,4,15,157
160,498,5,20,158
161,498,2,19,160
162,506,6,14,163
163,508,4,19,161
164,508,5,20,162
165,518,2,19,164
166,518,4,20,165
167,526,6,17,167
168,528,5,20,166
169,528,2,19,168
170,538,4,20,169
171,546,6,17,171
172,547,2,7,172
173,548,5,20,170
174,548,4,15,173
175,556,6,17,175
176,557,2,7,176
177,558,5,15,174
178,568,4,15,177
179,578,5,15,178
180,580,6,10,179
181,591,6,5,181
182,592,5,10,180
183,603,6,13,183
184,603,5,5,182
185,614,5,13,184
186,614,6,18,185
187,624,5,2,186
188,624,6,3,187
189,634,5,11,188
190,634,6,15,189
191,642,5,6,190
192,645,6,5,191
193,656,6,13,193
194,656,5,5,192
195,667,5,13,194
196,667,6,18,195
197,677,5,2,196
198,677,6,3,197
199,687,5,11,198
200,687,6,15,199
201,695,5,6,200
202,697,6,2,201
203,707,5,2,202
204,717,6,2,203
205,717,5,3,204
206,727,5,3,205
207,737,5,11,206
208,745,5,6,207
209,753,5,6,208
210,761,5,12,209
211,769,5,14,210
212,777,5,17,211
213,789,5,10,212
214,801,5,16,213
215,812,5,1,214
216,823,5,5,215
217,834,5,9,216
218,845,5,13,217
219,856,5,18,218
220,866,5,3,219
221,876,5,3,220
222,886,5,11,221
223,894,5,12,222
224,902,5,12,223
225,910,5,17,224
226,918,5,17,225
227,930,5,10,226
228,941,5,5,227
229,952,5,5,228
230,963,5,13,229
231,974,5,13,230
232,985,5,18,231
233,995,5,11,232
234,1005,5,11,233
235,1013,5,12,234
236,1021,5,12,235
237,1029,5,17,236
238,1041,5,10,237
239,1052,5,18,238
240,1060,5,12,239
