SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,12,2,7,4
2,15,7,12,3
3,16,1,10,2
4,17,9,18,1
5,17,4,20,9
6,17,3,5,0
7,20,9,15,11
8,21,3,9,10
9,21,10,4,8
10,23,6,11,6
11,23,5,17,7
12,23,1,15,12
13,23,7,16,13
14,24,8,7,5
15,37,2,5,14
16,46,4,4,19
17,48,10,11,18
18,51,2,13,24
19,51,7,3,23
20,52,5,12,17
21,52,1,14,22
22,54,6,18,16
23,54,8,5,15
24,55,9,8,21
25,55,3,4,20
26,59,8,20,25
27,61,10,6,28
28,63,5,9,27
29,64,6,20,26
30,74,3,12,30
31,75,4,10,29
32,85,2,11,34
33,87,7,2,33
34,88,1,1,32
35,89,9,12,31
36,94,10,8,38
37,94,5,4,37
38,96,8,11,35
39,96,6,17,36
40,101,4,10,39
41,104,3,12,40
42,109,5,19,47
43,109,6,3,46
44,115,2,11,44
45,115,8,17,45
46,117,7,2,43
47,118,1,1,42
48,119,9,12,41
49,120,10,10,48
50,134,4,12,49
51,139,5,19,57
52,139,6,3,56
53,143,8,4,55
54,145,2,17,54
55,145,10,11,58
56,146,7,7,53
57,147,1,2,52
58,148,9,1,51
59,149,3,12,50
60,155,7,14,62
61,158,1,4,61
62,160,3,11,59
63,160,9,17,60
64,160,8,13,64
65,161,2,14,63
66,165,6,13,65
67,165,5,20,66
68,169,3,4,68
69,171,10,17,67
70,173,8,9,73
71,174,2,3,72
72,175,7,14,71
73,176,5,16,75
74,177,6,9,74
75,178,1,8,70
76,178,9,4,69
77,184,10,17,76
78,187,3,4,77
79,189,6,6,83
80,190,8,16,82
81,192,2,3,81
82,193,7,14,80
83,196,1,8,79
84,196,9,4,78
85,197,10,3,85
86,199,6,6,92
87,200,8,16,91
88,201,2,9,90
89,202,9,13,87
90,202,1,19,88
91,202,7,20,89
92,202,3,3,86
93,204,5,5,84
94,209,10,3,94
95,212,2,15,99
96,214,9,13,96
97,214,1,19,97
98,214,7,20,98
99,214,3,3,95
100,221,5,18,93
101,225,8,10,100
102,230,10,13,103
103,233,2,15,108
104,234,7,9,107
105,235,3,13,104
106,235,9,19,105
107,235,1,20,106
108,240,5,12,102
109,241,6,10,101
110,246,10,13,112
111,246,3,19,113
112,250,1,9,115
113,251,9,19,114
114,253,5,7,111
115,254,7,9,116
116,256,6,12,110
117,257,8,10,109
118,266,3,8,121
119,266,5,4,120
120,267,2,5,117
121,271,6,1,119
122,271,7,3,124
123,272,1,14,123
124,272,2,19,125
125,273,8,10,118
126,275,9,8,122
127,287,8,1,126
128,293,3,14,129
129,296,5,8,128
130,298,7,13,132
131,298,2,20,133
132,298,1,3,131
133,299,9,14,130
134,301,6,1,127
135,315,8,1,134
136,321,3,14,137
137,324,5,8,136
138,326,1,13,139
139,326,7,19,140
140,326,2,20,141
141,327,9,14,138
142,329,6,1,135
143,334,6,19,143
144,334,8,2,142
145,346,5,18,144
146,351,6,20,151
147,352,5,14,152
148,355,8,8,150
149,357,2,17,149
150,358,7,7,148
151,361,1,12,147
152,362,9,10,146
153,363,3,18,145
154,366,1,15,155
155,368,9,3,154
156,369,3,14,153
157,369,7,15,156
158,370,6,9,159
159,372,3,15,160
160,374,7,6,163
161,375,9,15,161
162,375,1,16,162
163,379,8,2,158
164,383,2,18,157
165,395,8,7,165
166,400,2,18,164
167,400,6,5,166
168,415,1,12,169
169,417,9,18,168
170,417,3,5,167
171,424,2,4,171
172,430,7,12,170
173,431,9,1,174
174,434,3,18,173
175,434,6,5,172
176,440,2,4,177
177,442,7,11,176
178,445,1,1,175
179,458,3,2,179
180,459,6,1,178
181,469,1,11,181
182,471,9,2,180
183,475,2,14,183
184,478,1,15,186
185,480,7,11,182
186,480,9,3,185
187,481,3,14,184
188,483,7,15,187
189,492,9,11,190
190,492,1,17,191
191,494,3,2,189
192,496,2,10,188
193,501,2,3,193
194,503,7,17,192
195,504,1,16,196
196,505,7,6,197
197,506,9,13,195
198,506,3,3,194
199,508,2,20,198
200,508,9,6,200
201,509,3,15,199
202,510,1,6,201
203,512,3,16,204
204,512,9,6,205
205,513,2,20,203
206,525,7,5,202
207,536,3,11,208
208,541,7,10,207
209,542,1,5,206
210,547,9,11,209
211,548,3,14,212
212,551,7,4,211
213,553,1,17,210
214,554,9,14,213
215,556,1,16,214
216,560,9,14,217
217,564,3,11,216
218,569,7,10,215
219,569,1,2,218
220,575,3,14,220
221,578,7,4,219
222,581,9,14,221
223,586,3,3,224
224,587,7,14,223
225,588,1,2,222
226,591,9,3,225
227,593,7,19,227
228,594,9,14,229
229,599,1,17,226
230,604,7,20,231
231,605,3,18,228
232,610,1,17,230
233,610,9,13,233
234,613,7,15,235
235,616,3,11,232
236,619,1,4,234
237,627,9,5,236
238,628,1,4,237
239,632,9,19,238
240,637,9,20,239
