SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,10,6,1
2,8,5,12,2
3,8,8,17,3
4,8,4,4,0
5,16,6,17,4
6,17,2,7,5
7,17,3,8,6
8,18,9,11,9
9,18,4,20,10
10,18,7,2,7
11,18,1,3,8
12,19,10,13,11
13,19,5,18,12
14,20,8,10,13
15,28,2,4,15
16,32,6,10,14
17,36,7,6,17
18,36,1,12,18
19,36,9,14,19
20,36,3,4,16
21,44,4,10,20
22,52,6,6,24
23,52,2,14,25
24,52,8,4,23
25,56,10,10,21
26,56,5,16,22
27,60,3,14,26
28,60,7,17,27
29,61,1,8,28
30,69,10,4,31
31,70,9,8,29
32,73,4,10,30
33,77,5,4,32
34,78,8,7,33
35,79,6,3,34
36,87,4,12,40
37,87,10,17,41
38,89,3,11,36
39,89,7,15,37
40,89,1,19,38
41,89,9,20,39
42,89,2,3,35
43,95,5,17,42
44,96,8,7,43
45,99,6,3,44
46,107,6,6,53
47,109,3,11,46
48,109,7,15,47
49,109,1,19,48
50,109,2,3,45
51,110,10,13,50
52,110,5,18,51
53,110,9,1,49
54,111,8,10,52
55,117,2,14,54
56,125,3,14,55
57,126,7,7,56
58,126,1,8,57
59,135,9,8,58
60,136,5,19,60
61,136,10,3,59
62,146,8,20,61
63,156,6,20,62
64,157,2,5,63
65,165,10,17,68
66,166,5,7,69
67,166,8,8,70
68,167,6,11,71
69,168,7,9,65
70,168,1,13,66
71,168,9,18,67
72,168,3,5,64
73,177,2,11,72
74,177,10,8,77
75,178,3,15,73
76,178,7,19,74
77,178,1,20,75
78,179,9,1,76
79,186,5,8,78
80,187,8,2,79
81,188,6,19,80
82,198,2,19,81
83,199,3,5,82
84,209,5,19,87
85,209,10,3,86
86,210,1,9,84
87,210,9,13,85
88,210,7,5,83
89,220,8,1,88
90,231,3,9,91
91,231,7,13,92
92,231,6,1,89
93,231,2,5,90
94,232,1,10,93
95,242,10,11,95
96,242,5,20,96
97,243,8,1,97
98,244,9,10,94
99,252,9,4,103
100,254,2,9,99
101,254,3,13,100
102,254,10,11,104
103,254,6,1,98
104,255,5,5,105
105,256,7,10,101
106,256,1,16,102
107,264,5,12,113
108,264,9,4,112
109,266,6,9,107
110,266,2,13,108
111,266,3,18,109
112,266,8,5,106
113,268,7,10,110
114,268,1,16,111
115,276,6,20,115
116,276,8,2,114
117,286,2,20,116
118,287,3,18,117
119,288,7,16,118
120,296,9,6,120
121,296,5,14,121
122,298,8,11,122
123,299,2,18,124
124,299,6,1,123
125,300,1,16,119
126,307,7,4,126
127,310,3,18,125
128,315,9,6,128
129,315,1,4,127
130,316,5,8,129
131,318,8,9,130
132,326,7,4,134
133,329,6,9,131
134,329,2,18,132
135,330,3,16,133
136,334,9,12,136
137,334,1,4,135
138,340,5,9,137
139,340,8,13,138
140,348,7,6,142
141,348,3,4,141
142,351,6,13,139
143,352,2,10,140
144,356,1,6,143
145,356,9,12,144
146,356,5,4,145
147,364,8,10,146
148,364,6,12,147
149,364,2,17,148
150,366,3,2,149
151,376,1,11,151
152,376,7,2,150
153,384,2,4,155
154,386,9,11,152
155,387,6,1,154
156,388,8,16,153
157,392,7,12,157
158,392,3,4,156
159,400,1,12,158
160,400,9,14,159
161,400,2,17,162
162,402,3,2,163
163,402,7,3,164
164,403,6,5,161
165,404,8,16,160
166,410,1,15,165
167,420,9,15,166
168,420,2,3,168
169,421,6,5,167
170,430,7,11,170
171,430,1,15,171
172,430,9,19,172
173,430,3,3,169
174,432,6,18,173
175,440,2,11,174
176,450,3,11,175
177,450,7,15,176
178,451,1,1,177
179,451,9,5,178
180,460,2,15,179
181,470,3,15,180
182,470,7,19,181
183,471,9,13,183
184,471,1,1,182
185,480,2,15,184
186,480,3,19,185
187,480,7,20,186
188,482,9,13,188
189,482,1,1,187
190,488,3,12,190
191,490,2,20,189
192,496,7,12,191
193,496,1,14,192
194,496,9,17,193
195,500,2,20,194
196,504,3,12,195
197,504,7,14,196
198,512,1,14,197
199,512,3,12,200
200,514,2,20,199
201,514,9,2,198
202,520,7,14,201
203,520,1,17,202
204,524,9,3,203
205,534,7,11,205
206,534,1,15,206
207,534,9,19,207
208,534,3,3,204
209,542,3,14,208
210,550,7,14,209
211,550,1,17,210
212,552,9,3,211
213,562,7,20,213
214,562,3,3,212
215,563,9,13,215
216,563,1,5,214
217,570,3,14,216
218,578,7,14,217
219,578,1,17,218
220,580,9,3,219
221,588,9,14,223
222,588,1,4,222
223,590,7,20,221
224,590,3,3,220
225,598,3,14,224
226,599,7,7,225
227,600,9,15,227
228,600,1,2,226
229,606,3,14,228
230,608,1,17,230
231,609,7,3,229
232,610,9,19,231
233,616,3,11,232
234,619,1,2,234
235,620,7,9,233
236,621,9,18,235
237,629,9,14,237
238,629,1,2,236
239,637,9,14,238
240,645,9,14,239
