SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,9,5,4,0
2,14,5,13,1
3,18,5,9,2
4,27,5,8,3
5,30,6,15,6
6,39,6,8,7
7,41,5,1,4
8,44,5,16,8
9,44,8,5,5
10,49,3,3,10
11,53,8,4,12
12,55,5,17,9
13,57,6,6,14
14,61,2,5,11
15,68,5,2,13
16,70,2,8,15
17,82,2,7,16
18,87,4,18,17
19,98,2,10,18
20,99,5,5,19
21,101,2,15,20
22,103,8,9,23
23,104,5,3,21
24,109,4,3,25
25,114,2,2,24
26,116,10,18,22
27,119,2,19,27
28,120,6,14,28
29,127,4,2,26
30,131,6,9,30
31,138,4,17,29
32,141,6,16,34
33,141,5,15,35
34,149,3,17,31
35,152,8,1,33
36,154,4,10,32
37,155,2,5,36
38,157,8,16,38
39,158,6,9,40
40,162,2,9,41
41,163,5,20,43
42,167,6,8,42
43,167,4,2,37
44,170,9,10,39
45,170,2,15,46
46,172,4,20,44
47,175,4,15,48
48,175,2,3,47
49,178,5,11,45
50,189,9,5,49
51,206,2,5,50
52,223,5,5,51
53,238,5,12,52
54,254,5,10,53
55,257,5,15,54
56,257,10,16,55
57,260,4,15,57
58,265,6,17,56
59,266,7,8,59
60,273,5,10,58
61,290,5,5,60
62,299,10,4,63
63,301,5,11,62
64,307,6,5,61
65,312,6,13,64
66,321,5,4,66
67,326,6,1,65
68,329,6,15,68
69,330,9,4,67
70,332,5,6,71
71,335,8,20,70
72,343,9,2,69
73,349,5,5,72
74,360,8,11,74
75,365,5,10,73
76,370,5,13,75
77,370,6,20,76
78,387,6,18,77
79,392,8,3,80
80,398,2,11,79
81,404,5,18,78
82,414,6,10,82
83,415,2,5,81
84,419,6,13,83
85,423,5,8,84
86,424,4,13,85
87,426,6,6,87
88,427,2,16,88
89,429,5,13,86
90,434,10,3,91
91,442,2,12,89
92,445,5,10,90
93,448,5,15,92
94,450,5,6,93
95,452,2,6,94
96,455,9,20,95
97,457,2,19,96
98,458,6,14,98
99,464,10,14,99
100,467,5,12,97
101,469,9,17,101
102,472,5,20,102
103,474,6,10,100
104,477,10,20,104
105,489,5,5,103
106,494,4,19,106
107,495,6,14,107
108,500,5,17,105
109,501,2,7,108
110,511,5,11,109
111,516,5,20,110
112,518,2,6,112
113,533,5,5,111
114,539,5,14,113
115,544,2,19,115
116,550,6,17,116
117,555,5,10,114
118,566,5,17,117
119,566,8,11,118
120,571,6,3,120
121,575,4,4,121
122,579,5,2,119
123,582,6,17,122
124,587,7,3,124
125,593,6,17,123
126,610,6,18,125
127,623,6,2,126
128,625,5,12,127
129,634,6,4,129
130,640,5,12,128
131,655,6,12,130
132,670,7,12,132
133,671,6,10,131
134,680,6,8,134
135,685,2,12,133
136,685,6,3,135
137,688,6,15,138
138,691,5,11,136
139,693,5,6,139
140,694,4,15,140
141,697,8,5,137
142,698,5,3,141
143,700,4,6,143
144,714,5,10,142
145,725,5,17,144
146,727,8,2,145
147,730,8,15,148
148,731,5,14,147
149,731,6,5,146
150,734,6,16,149
151,736,5,3,150
152,739,4,16,154
153,744,4,20,155
154,747,5,11,151
155,748,6,7,152
156,752,8,10,153
157,752,5,20,156
158,752,4,3,158
159,757,4,20,160
160,757,5,3,159
161,758,2,17,157
162,769,8,5,161
163,774,2,20,164
164,775,9,14,163
165,777,2,16,165
166,783,8,1,162
167,787,4,2,168
168,790,3,10,166
169,791,5,18,167
170,800,5,8,169
171,802,5,6,170
172,804,2,9,172
173,805,4,19,171
174,814,5,7,173
175,819,2,20,175
176,825,4,17,176
177,829,5,12,174
178,846,5,18,177
179,851,5,19,178
180,851,6,13,180
181,858,4,7,179
182,862,6,17,181
183,865,6,15,182
184,867,5,20,183
185,870,8,16,185
186,870,4,15,187
187,882,6,12,186
188,884,5,5,184
189,893,9,8,189
190,896,5,7,188
191,899,6,12,190
192,904,5,20,192
193,912,6,2,191
194,913,10,8,194
195,915,5,11,193
196,918,5,15,196
197,926,2,11,195
198,929,5,17,197
199,934,5,20,199
200,935,4,5,198
201,950,5,10,200
202,963,5,2,201
203,967,9,18,202
204,968,5,13,203
205,974,4,17,204
206,976,5,6,206
207,983,2,4,207
208,987,4,2,205
209,990,5,15,209
210,992,6,19,210
211,992,4,3,208
212,993,10,15,211
213,996,4,15,213
214,998,2,3,214
215,1007,6,12,212
216,1019,6,7,215
217,1024,2,19,217
218,1028,6,4,216
219,1034,4,12,218
220,1037,9,4,219
221,1039,1,17,221
222,1040,8,7,220
223,1052,5,12,223
224,1053,9,10,222
225,1057,5,3,224
226,1062,10,20,226
227,1068,5,11,225
228,1071,8,1,227
229,1073,5,20,228
230,1081,4,2,229
231,1084,5,17,230
232,1090,5,14,232
233,1092,4,11,231
234,1097,5,13,235
235,1099,3,12,233
236,1103,4,11,234
237,1106,2,15,237
238,1109,2,15,238
239,1112,4,8,236
240,1123,5,5,239
