SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,1,17,0
2,10,7,3,1
3,20,10,15,3
4,20,9,20,4
5,20,3,3,2
6,28,5,6,9
7,28,7,12,10
8,28,3,17,11
9,28,6,4,8
10,29,4,7,6
11,29,2,8,7
12,30,8,20,5
13,31,9,5,13
14,32,10,16,12
15,41,2,2,16
16,42,4,13,15
17,42,8,5,14
18,49,3,12,20
19,49,10,14,21
20,50,7,8,19
21,51,6,2,17
22,51,5,3,18
23,57,9,14,22
24,61,8,10,23
25,72,6,1,26
26,72,5,5,27
27,73,4,10,24
28,73,2,16,25
29,84,10,18,29
30,85,3,10,28
31,94,2,11,33
32,94,6,15,34
33,94,5,19,35
34,94,10,20,36
35,94,8,2,31
36,94,4,3,32
37,95,9,18,30
38,103,8,4,38
39,104,9,8,37
40,111,2,6,40
41,111,6,12,41
42,111,5,14,42
43,111,4,4,39
44,113,10,3,43
45,119,9,4,44
46,125,8,16,45
47,136,2,5,47
48,137,4,16,46
49,144,9,4,51
50,146,10,20,50
51,147,5,9,49
52,147,6,5,48
53,149,8,16,52
54,158,4,5,53
55,166,9,17,58
56,167,10,8,57
57,169,6,9,55
58,169,5,13,56
59,169,4,18,60
60,169,2,5,54
61,169,8,1,59
62,179,2,3,61
63,187,10,4,64
64,189,5,11,63
65,189,6,3,62
66,189,4,2,67
67,190,8,1,66
68,191,9,10,65
69,199,2,3,68
70,209,5,11,70
71,209,6,3,69
72,209,4,2,73
73,210,8,1,72
74,211,9,10,71
75,219,2,11,74
76,219,6,15,75
77,229,5,15,76
78,229,9,2,77
79,239,8,3,78
80,249,2,15,80
81,249,4,3,79
82,257,2,4,85
83,258,8,7,83
84,258,4,8,84
85,259,6,15,81
86,259,5,20,82
87,267,5,6,87
88,267,6,4,86
89,269,2,15,90
90,269,4,2,89
91,270,8,5,88
92,279,6,15,91
93,279,5,20,92
94,280,4,2,94
95,281,8,5,93
96,289,2,15,95
97,289,6,19,96
98,289,5,20,97
99,291,4,2,99
100,292,8,9,98
101,299,2,15,100
102,299,6,20,101
103,309,5,20,102
104,309,8,11,103
105,318,6,7,106
106,319,4,11,104
107,319,2,19,105
108,327,5,7,107
109,329,8,11,108
110,338,6,7,111
111,339,4,11,109
112,339,2,19,110
113,347,5,7,112
114,348,8,15,113
115,357,6,8,116
116,358,4,15,114
117,358,2,19,115
118,366,5,8,117
119,366,4,6,118
120,374,2,6,119
121,374,6,12,120
122,374,5,14,121
123,374,4,17,122
124,384,4,3,126
125,385,5,1,125
126,386,2,10,123
127,386,6,16,124
128,395,6,8,128
129,396,2,19,127
130,403,4,12,130
131,404,5,8,129
132,411,2,12,131
133,411,6,14,132
134,412,5,17,133
135,414,4,15,134
136,420,6,8,136
137,421,2,20,135
138,428,4,17,138
139,429,5,8,137
140,436,2,17,139
141,439,4,15,142
142,440,6,10,140
143,441,5,16,141
144,446,2,20,143
145,448,6,6,144
146,456,5,6,145
147,456,4,17,146
148,460,2,16,147
149,469,2,7,151
150,470,4,15,150
151,471,5,5,149
152,472,6,16,148
153,480,6,6,152
154,488,5,6,153
155,488,6,12,156
156,489,2,7,155
157,490,4,15,154
158,496,5,12,157
159,500,4,19,158
160,504,2,12,159
161,512,6,12,160
162,512,5,14,161
163,514,4,19,162
164,515,2,5,163
165,525,4,20,166
166,526,5,13,165
167,526,6,5,164
168,536,4,20,170
169,537,6,9,168
170,537,5,13,169
171,537,2,5,167
172,548,2,9,171
173,548,6,13,172
174,558,4,20,174
175,559,5,13,173
176,559,2,9,175
177,570,6,13,176
178,581,5,13,177
179,581,6,18,178
180,589,6,14,180
181,591,5,2,179
182,599,5,17,181
183,607,6,17,182
184,611,5,10,183
185,618,6,13,184
186,622,5,18,185
187,632,5,2,187
188,633,6,18,186
189,641,6,14,188
190,641,5,17,189
191,649,6,17,190
192,653,5,10,191
193,659,6,2,192
194,667,6,17,194
195,669,5,2,193
196,677,5,17,195
197,681,6,10,196
198,688,5,5,197
199,689,6,17,198
200,697,5,17,199
201,701,6,10,200
202,708,5,5,201
203,709,6,17,202
204,717,5,17,203
205,729,5,10,204
206,740,5,5,205
207,751,5,5,206
208,762,5,18,207
209,773,5,18,208
210,783,5,3,209
211,793,5,3,210
212,803,5,11,211
213,813,5,15,212
214,823,5,20,213
215,833,5,20,214
216,841,5,4,215
217,849,5,4,216
218,857,5,6,217
219,865,5,12,218
220,877,5,10,219
221,889,5,10,220
222,900,5,5,221
223,911,5,5,222
224,921,5,3,223
225,931,5,3,224
226,941,5,11,225
227,951,5,15,226
228,961,5,20,227
229,971,5,20,228
230,979,5,12,229
231,987,5,12,230
232,999,5,10,231
233,1011,5,10,232
234,1021,5,11,233
235,1031,5,11,234
236,1041,5,15,235
237,1049,5,12,236
238,1057,5,12,237
239,1067,5,11,238
240,1077,5,15,239
