SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,2,5,6,0
2,3,6,15,1
3,3,4,16,2
4,4,2,9,3
5,5,8,3,4
6,10,9,20,5
7,15,10,20,6
8,21,3,17,7
9,25,7,12,8
10,32,1,17,9
11,43,5,17,10
12,44,6,7,11
13,45,4,2,12
14,47,2,12,13
15,48,8,10,14
16,53,3,3,17
17,58,5,13,19
18,58,6,19,20
19,58,4,20,21
20,58,7,3,18
21,62,2,4,22
22,64,9,10,15
23,65,10,18,16
24,68,10,15,25
25,71,8,4,23
26,73,9,8,24
27,80,3,12,26
28,82,7,8,27
29,91,5,8,28
30,93,6,17,29
31,96,10,16,34
32,104,4,17,30
33,105,2,7,31
34,106,8,2,32
35,109,9,10,33
36,125,3,10,35
37,127,2,6,39
38,128,8,15,40
39,131,9,14,41
40,137,10,14,42
41,141,5,10,36
42,142,4,18,38
43,142,6,5,37
44,150,5,4,43
45,151,6,8,44
46,153,4,11,45
47,153,2,17,46
48,154,8,7,47
49,155,9,2,48
50,159,10,3,49
51,164,6,13,51
52,164,4,19,52
53,164,2,20,53
54,164,5,3,50
55,169,10,20,56
56,170,8,11,54
57,170,9,17,55
58,174,5,20,57
59,175,6,14,58
60,178,2,8,60
61,178,4,4,59
62,181,8,11,61
63,187,9,5,62
64,187,10,4,63
65,196,6,8,65
66,196,5,4,64
67,198,4,11,66
68,199,2,7,67
69,201,8,1,68
70,204,9,18,69
71,205,10,8,70
72,214,5,8,71
73,216,6,17,72
74,225,5,8,77
75,225,9,4,76
76,227,4,17,73
77,229,2,2,74
78,230,8,1,75
79,234,6,8,78
80,238,4,17,79
81,239,9,4,82
82,241,5,11,83
83,244,2,12,80
84,247,8,5,81
85,249,6,17,84
86,250,4,7,85
87,260,2,10,86
88,264,8,5,87
89,266,4,6,90
90,267,2,15,91
91,267,8,16,92
92,281,6,18,89
93,281,5,5,88
94,285,5,9,93
95,286,4,13,95
96,286,2,19,96
97,286,8,20,97
98,286,6,3,94
99,291,5,14,98
100,295,4,8,100
101,295,6,4,99
102,297,2,11,101
103,300,8,1,102
104,303,8,16,107
105,314,5,1,103
106,315,6,12,104
107,316,4,10,105
108,317,5,16,108
109,317,2,5,106
110,319,6,9,109
111,321,4,3,110
112,322,2,19,111
113,334,8,5,112
114,337,4,15,115
115,340,2,15,116
116,341,8,9,117
117,351,6,18,114
118,351,5,5,113
119,356,5,3,118
120,361,4,19,120
121,361,6,3,119
122,366,2,19,121
123,366,5,20,122
124,367,6,14,123
125,374,4,2,124
126,383,2,5,125
127,385,6,6,127
128,386,4,15,128
129,389,2,15,129
130,400,5,5,126
131,405,6,13,131
132,405,4,20,132
133,405,5,3,130
134,410,2,20,133
135,411,5,14,134
136,414,6,4,135
137,418,4,2,136
138,427,2,5,137
139,429,6,6,139
140,430,4,15,140
141,433,2,15,141
142,444,5,5,138
143,449,6,13,143
144,449,4,20,144
145,449,5,3,142
146,455,2,11,145
147,466,5,11,146
148,466,6,17,147
149,468,4,2,148
150,472,2,5,149
151,475,6,15,151
152,478,4,15,152
153,478,2,16,153
154,489,5,5,150
155,491,2,6,157
156,494,6,20,155
157,494,5,3,154
158,496,5,6,158
159,497,6,15,159
160,502,4,2,156
161,507,4,3,160
162,512,5,13,162
163,512,2,3,161
164,513,6,14,163
165,515,2,16,165
166,517,5,13,166
167,522,4,12,164
168,524,6,17,167
169,526,2,9,169
170,527,5,13,170
171,536,6,7,171
172,539,4,5,168
173,542,4,15,172
174,544,5,13,174
175,544,2,3,173
176,549,2,19,177
177,549,4,3,176
178,552,6,2,175
179,554,5,19,178
180,565,6,2,179
181,578,5,2,180
182,579,6,1,181
183,593,5,12,182
184,595,6,10,183
185,598,6,15,185
186,610,5,5,184
187,613,5,15,186
188,613,6,16,187
189,618,5,20,188
190,628,6,12,189
191,643,5,12,190
192,644,6,10,191
193,647,6,16,193
194,660,5,5,192
195,665,5,20,194
196,675,6,12,195
197,690,5,12,196
198,691,6,10,197
199,695,6,9,199
200,707,5,5,198
201,712,5,20,200
202,722,6,12,201
203,737,5,12,202
204,739,6,5,203
205,754,5,18,204
206,771,5,18,205
207,773,5,6,206
208,776,5,15,207
209,781,5,20,208
210,786,5,20,209
211,792,5,14,210
212,803,5,11,211
213,814,5,11,212
214,825,5,17,213
215,837,5,7,214
216,850,5,2,215
217,865,5,12,216
218,880,5,12,217
219,896,5,10,218
220,913,5,18,219
221,915,5,6,220
222,917,5,6,221
223,920,5,15,222
224,925,5,20,223
225,936,5,11,224
226,947,5,11,225
227,958,5,17,226
228,970,5,7,227
229,983,5,2,228
230,999,5,10,229
231,1015,5,10,230
232,1018,5,15,231
233,1021,5,15,232
234,1032,5,11,233
235,1043,5,17,234
236,1054,5,17,235
237,1070,5,10,236
238,1086,5,10,237
239,1097,5,17,238
240,1113,5,10,239
