SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,5,3,3,7
2,9,10,4,6
3,10,7,3,8
4,13,9,2,5
5,14,8,1,4
6,15,2,12,3
7,16,4,10,2
8,16,1,17,9
9,17,6,18,1
10,17,5,5,0
11,22,2,3,13
12,26,4,8,12
13,26,6,4,11
14,27,8,3,14
15,28,5,17,10
16,32,9,20,15
17,37,10,20,16
18,47,7,12,18
19,48,3,10,17
20,56,10,8,25
21,58,8,11,23
22,58,9,17,24
23,59,2,7,22
24,60,4,2,21
25,61,6,1,20
26,62,5,12,19
27,71,7,8,27
28,76,2,19,31
29,76,8,20,32
30,76,4,3,30
31,77,3,12,26
32,77,6,14,29
33,80,5,8,28
34,88,10,18,34
35,88,3,17,35
36,88,9,5,33
37,93,4,3,38
38,97,8,9,40
39,97,6,4,37
40,98,2,3,39
41,99,5,17,36
42,99,10,14,42
43,102,8,15,47
44,104,4,13,45
45,104,2,19,46
46,104,6,3,44
47,105,5,14,43
48,110,9,18,41
49,115,10,3,49
50,118,8,16,54
51,120,6,13,51
52,120,4,19,52
53,120,2,20,53
54,120,5,3,50
55,126,9,10,48
56,131,10,20,56
57,134,4,15,59
58,134,2,16,60
59,135,6,9,58
60,136,5,20,57
61,142,9,10,55
62,145,10,15,63
63,147,4,6,66
64,148,5,15,64
65,148,6,16,65
66,148,8,5,61
67,151,9,4,62
68,154,10,16,70
69,156,6,6,72
70,157,5,16,71
71,160,9,4,69
72,164,8,10,68
73,165,2,5,67
74,174,9,8,76
75,179,8,1,75
76,180,6,14,78
77,181,2,10,74
78,182,4,5,73
79,183,5,8,77
80,185,8,16,81
81,187,2,19,80
82,187,4,3,79
83,188,9,14,82
84,193,4,19,85
85,193,6,3,84
86,194,5,14,83
87,198,2,19,86
88,210,8,5,87
89,225,4,12,90
90,227,6,18,89
91,227,5,5,88
92,238,4,11,95
93,239,6,7,94
94,239,8,1,92
95,240,2,12,91
96,240,5,2,93
97,245,4,20,100
98,246,6,14,99
99,249,5,8,98
100,249,8,4,97
101,251,2,17,96
102,256,2,20,101
103,268,8,5,102
104,281,4,2,105
105,284,6,10,104
106,285,5,5,103
107,293,8,7,107
108,294,2,2,106
109,294,4,4,110
110,296,5,11,108
111,296,6,17,109
112,303,2,8,111
113,307,8,2,112
114,316,2,4,116
115,318,4,11,115
116,319,6,7,114
117,320,5,2,113
118,329,8,11,117
119,333,2,9,121
120,334,4,20,120
121,340,5,11,118
122,340,6,17,119
123,342,2,6,125
124,343,6,15,123
125,343,4,16,124
126,344,5,9,122
127,356,2,7,129
128,357,4,2,128
129,360,6,10,127
130,361,5,5,126
131,372,6,17,131
132,373,5,7,130
133,376,2,9,133
134,376,5,15,134
135,379,6,15,135
136,383,4,17,132
137,394,2,11,137
138,400,4,18,136
139,403,2,15,141
140,405,5,11,138
141,405,6,17,139
142,405,4,20,140
143,408,5,15,142
144,408,6,16,143
145,416,2,11,145
146,418,4,2,144
147,421,4,15,148
148,424,2,15,149
149,427,5,11,146
150,427,6,17,147
151,429,5,6,150
152,431,6,6,151
153,432,2,15,153
154,435,5,15,154
155,442,4,2,152
156,445,2,15,157
157,448,5,15,158
158,449,6,5,155
159,454,4,7,156
160,456,5,6,162
161,457,2,16,161
162,465,4,17,160
163,466,6,5,159
164,468,2,6,165
165,470,5,6,166
166,477,4,17,164
167,482,6,10,163
168,485,4,15,168
169,497,6,12,167
170,499,2,5,169
171,502,4,15,172
172,514,6,12,171
173,516,5,5,170
174,533,2,5,173
175,536,4,15,176
176,548,6,12,175
177,550,5,5,174
178,567,2,5,177
179,582,6,12,179
180,584,5,5,178
181,597,6,2,181
182,599,5,12,180
183,608,6,8,183
184,612,5,2,182
185,617,6,13,185
186,618,5,14,184
187,623,5,13,186
188,623,6,19,187
189,627,6,9,189
190,628,5,20,188
191,630,5,6,190
192,641,6,2,191
193,642,5,7,192
194,647,5,3,194
195,650,6,8,193
196,655,6,13,195
197,660,5,13,196
198,660,6,20,197
199,663,6,15,199
200,665,5,20,198
201,667,5,6,200
202,672,5,3,202
203,674,6,8,201
204,677,6,15,203
205,691,5,5,204
206,708,5,18,205
207,725,5,18,206
208,741,5,10,207
209,756,5,12,208
210,770,5,1,209
211,781,5,11,210
212,792,5,11,211
213,803,5,17,212
214,812,5,4,213
215,817,5,3,214
216,822,5,3,215
217,827,5,13,216
218,832,5,19,217
219,837,5,20,218
220,854,5,18,219
221,870,5,10,220
222,886,5,10,221
223,901,5,12,222
224,912,5,11,223
225,923,5,17,224
226,934,5,17,225
227,943,5,4,226
228,948,5,13,227
229,953,5,13,228
230,958,5,20,229
231,963,5,20,230
232,979,5,10,231
233,995,5,10,232
234,1010,5,12,233
235,1021,5,17,234
236,1026,5,20,235
237,1031,5,20,236
238,1047,5,10,237
239,1063,5,10,238
240,1078,5,12,239
