SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,1,17,0
2,9,7,8,1
3,10,3,3,2
4,20,9,20,4
5,20,10,3,3
6,30,8,20,5
7,31,4,5,6
8,39,7,12,10
9,42,6,9,8
10,42,5,13,9
11,42,2,5,7
12,47,3,12,11
13,47,10,14,12
14,47,9,17,13
15,48,8,7,14
16,48,4,8,15
17,52,5,11,18
18,52,2,2,16
19,52,6,3,17
20,60,9,4,22
21,62,7,3,19
22,64,3,10,20
23,64,10,16,21
24,68,4,6,24
25,68,2,12,25
26,68,6,14,26
27,68,5,17,27
28,68,8,4,23
29,76,3,17,28
30,77,10,8,29
31,86,9,8,30
32,87,2,11,33
33,87,6,15,34
34,87,5,19,35
35,87,10,20,36
36,87,8,2,31
37,87,4,3,32
38,97,9,5,37
39,108,4,13,39
40,108,8,5,38
41,109,2,10,40
42,117,9,14,44
43,117,10,4,43
44,121,6,10,41
45,121,5,16,42
46,127,8,3,45
47,137,2,11,47
48,137,6,15,48
49,137,5,20,49
50,137,4,3,46
51,147,10,20,50
52,148,9,18,51
53,149,8,10,52
54,157,5,6,56
55,157,6,4,55
56,159,10,15,57
57,161,4,10,53
58,161,2,16,54
59,173,9,10,58
60,173,8,16,59
61,181,6,6,62
62,181,5,12,63
63,181,2,4,61
64,184,10,18,64
65,185,4,16,60
66,185,9,10,65
67,193,2,6,68
68,193,4,4,67
69,197,8,16,66
70,201,6,6,69
71,201,5,12,70
72,203,9,2,71
73,207,8,11,72
74,215,9,4,77
75,217,4,11,73
76,217,2,15,74
77,217,6,19,75
78,217,5,20,76
79,227,8,11,78
80,237,4,11,79
81,237,2,15,80
82,237,6,20,81
83,247,5,20,82
84,248,4,18,84
85,248,8,1,83
86,249,2,16,85
87,257,5,4,87
88,259,8,15,88
89,261,6,16,86
90,269,4,15,89
91,269,2,19,90
92,272,6,1,91
93,280,4,12,94
94,283,5,1,92
95,283,8,5,93
96,288,2,12,95
97,288,6,14,96
98,291,5,17,97
99,294,8,1,98
100,299,4,17,99
101,307,2,17,100
102,308,6,7,101
103,308,5,8,102
104,310,8,1,103
105,315,4,17,104
106,317,2,7,105
107,325,4,17,109
108,326,6,7,106
109,326,5,8,107
110,328,8,5,108
111,335,2,7,110
112,335,6,8,111
113,344,5,8,112
114,344,4,7,114
115,346,8,9,113
116,353,2,8,115
117,362,6,8,116
118,363,2,15,119
119,363,5,2,117
120,363,4,3,118
121,373,6,15,120
122,373,5,20,121
123,383,4,20,122
124,384,2,5,123
125,394,4,2,126
126,394,2,3,127
127,395,5,9,125
128,395,6,5,124
129,405,5,11,129
130,405,4,15,130
131,405,2,19,131
132,405,6,3,128
133,416,6,5,132
134,426,6,15,136
135,426,4,2,134
136,426,2,3,135
137,427,5,5,133
138,437,5,15,137
139,437,4,19,138
140,437,2,20,139
141,438,6,9,140
142,447,2,15,143
143,447,4,2,142
144,448,5,13,141
145,459,6,13,144
146,469,2,19,147
147,469,4,2,146
148,470,5,13,145
149,481,6,13,148
150,491,2,19,151
151,491,4,2,150
152,492,5,13,149
153,503,6,13,152
154,513,4,15,154
155,513,2,20,155
156,514,5,13,153
157,514,6,18,156
158,524,4,15,158
159,525,5,18,157
160,525,2,5,159
161,536,6,18,160
162,546,4,15,162
163,547,5,18,161
164,547,2,5,163
165,548,6,10,164
166,558,4,19,166
167,559,2,9,167
168,560,5,10,165
169,572,6,10,168
170,582,4,20,170
171,583,2,9,171
172,584,5,10,169
173,584,6,16,172
174,592,2,6,175
175,592,6,12,176
176,592,5,4,173
177,594,4,20,174
178,600,5,12,177
179,600,6,14,178
180,608,5,17,179
181,609,6,8,180
182,618,5,2,181
183,628,6,2,182
184,628,5,3,183
185,636,5,6,185
186,636,6,4,184
187,644,6,12,186
188,652,5,12,187
189,652,6,17,188
190,660,5,17,189
191,662,6,2,190
192,670,6,12,192
193,672,5,2,191
194,680,5,12,193
195,680,6,17,194
196,688,5,17,195
197,688,6,12,196
198,696,5,12,197
199,696,6,17,198
200,704,5,17,199
201,712,6,17,200
202,713,5,7,201
203,720,6,17,202
204,722,5,7,203
205,732,5,3,204
206,742,5,3,205
207,752,5,11,206
208,762,5,15,207
209,772,5,20,208
210,782,5,20,209
211,793,5,5,210
212,804,5,5,211
213,815,5,18,212
214,827,5,10,213
215,839,5,10,214
216,847,5,6,215
217,855,5,6,216
218,863,5,14,217
219,871,5,14,218
220,881,5,3,219
221,891,5,3,220
222,901,5,11,221
223,911,5,15,222
224,921,5,20,223
225,931,5,20,224
226,942,5,5,225
227,953,5,5,226
228,965,5,10,227
229,977,5,10,228
230,985,5,6,229
231,993,5,14,230
232,1003,5,11,231
233,1013,5,11,232
234,1023,5,15,233
235,1034,5,5,234
236,1045,5,5,235
237,1057,5,10,236
238,1067,5,11,237
239,1077,5,15,238
240,1088,5,5,239
