SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,5,4,20,0
2,9,10,4,1
3,18,5,4,2
4,20,6,11,3
5,22,10,6,11
6,23,5,16,12
7,24,6,9,13
8,31,8,11,4
9,31,2,17,5
10,32,7,7,6
11,33,1,2,7
12,34,9,1,8
13,35,3,12,9
14,35,8,9,14
15,36,4,10,10
16,36,2,3,15
17,37,7,13,16
18,38,1,19,17
19,39,9,20,18
20,41,3,14,19
21,45,10,8,21
22,45,4,4,20
23,47,5,17,22
24,58,6,17,23
25,59,8,7,24
26,63,2,10,25
27,66,3,15,29
28,78,4,12,30
29,79,7,10,26
30,80,9,18,28
31,80,1,5,27
32,95,10,10,31
33,97,5,5,32
34,100,8,16,34
35,101,2,9,35
36,105,7,9,36
37,106,9,13,38
38,106,3,19,39
39,106,1,3,37
40,111,5,19,42
41,111,10,3,41
42,114,6,5,33
43,117,4,10,40
44,119,6,19,43
45,119,8,20,44
46,120,2,14,45
47,123,1,8,47
48,123,7,4,46
49,124,5,19,51
50,124,6,20,52
51,124,10,3,50
52,125,9,11,48
53,127,3,2,49
54,133,8,4,53
55,142,2,4,54
56,144,7,11,55
57,149,10,13,59
58,149,5,20,60
59,154,6,20,61
60,155,1,11,56
61,155,9,17,57
62,157,3,2,58
63,158,8,8,62
64,166,2,11,63
65,171,10,13,68
66,172,5,14,69
67,177,7,11,64
68,177,1,17,65
69,179,9,2,66
70,180,6,1,70
71,181,3,12,67
72,194,8,1,71
73,197,2,5,72
74,199,1,6,74
75,201,9,6,75
76,202,3,15,76
77,210,10,11,77
78,211,5,7,78
79,213,6,1,79
80,214,7,5,73
81,216,7,6,82
82,217,1,15,83
83,220,9,15,84
84,220,3,16,85
85,227,8,1,80
86,228,10,11,86
87,231,2,5,81
88,232,5,12,87
89,234,7,6,91
90,235,1,15,92
91,238,9,15,93
92,239,3,9,94
93,246,10,17,95
94,247,6,12,88
95,248,8,10,89
96,249,2,18,90
97,262,5,12,96
98,264,6,10,97
99,267,7,15,100
100,270,1,15,101
101,272,9,3,102
102,277,3,3,103
103,280,8,10,98
104,281,2,18,99
105,283,10,17,104
106,298,5,18,105
107,301,8,16,107
108,303,2,3,108
109,308,1,13,110
110,308,9,19,111
111,308,7,3,109
112,309,3,14,112
113,312,5,4,113
114,315,6,18,106
115,318,2,15,116
116,321,7,15,117
117,321,1,16,118
118,323,9,3,119
119,328,3,3,120
120,329,6,1,114
121,331,8,10,115
122,332,5,8,121
123,334,2,15,124
124,337,7,15,125
125,337,1,16,126
126,339,9,3,127
127,343,6,1,122
128,344,3,3,128
129,348,5,8,129
130,348,8,5,123
131,353,8,13,131
132,358,2,13,132
133,358,7,19,133
134,358,1,20,134
135,359,9,14,135
136,362,3,4,136
137,365,6,5,130
138,367,6,6,138
139,370,5,18,137
140,376,8,17,139
141,380,5,9,145
142,384,6,9,146
143,387,2,17,140
144,388,7,7,141
145,389,1,2,142
146,390,9,1,143
147,391,3,12,144
148,400,8,7,147
149,402,6,6,153
150,412,2,7,148
151,413,7,2,149
152,414,1,1,150
153,415,9,12,151
154,417,3,5,152
155,418,2,3,155
156,423,1,19,157
157,423,7,3,156
158,426,8,2,154
159,428,9,19,158
160,428,6,3,160
161,429,3,14,159
162,433,2,19,162
163,438,7,19,163
164,439,1,14,164
165,439,8,2,161
166,444,2,20,168
167,444,6,3,167
168,445,9,14,165
169,448,3,4,166
170,449,7,20,169
171,451,1,14,170
172,453,6,13,173
173,454,2,20,174
174,457,3,8,172
175,457,9,4,171
176,459,7,20,175
177,466,1,4,176
178,475,9,4,177
179,477,3,11,178
180,488,2,11,179
181,488,7,17,180
182,490,1,2,181
183,492,9,12,182
184,493,2,20,184
185,494,3,5,183
186,498,7,20,185
187,502,9,8,187
188,502,1,4,186
189,503,2,20,189
190,504,7,14,190
191,505,3,11,188
192,511,9,8,192
193,511,2,14,194
194,511,1,4,191
195,516,3,11,193
196,517,7,14,195
197,520,1,8,196
198,527,9,11,197
199,536,2,4,199
200,538,3,11,198
201,545,7,4,200
202,547,1,17,201
203,548,7,16,204
204,551,1,16,205
205,552,9,10,202
206,555,3,18,203
207,557,9,13,206
208,562,3,13,207
209,563,7,14,208
210,567,7,9,212
211,568,1,17,209
212,572,1,9,213
213,574,9,5,210
214,579,3,18,211
215,579,9,13,214
216,585,3,14,215
217,591,7,14,216
218,596,1,17,217
219,602,9,18,218
220,604,9,6,222
221,615,7,2,220
222,616,1,1,221
223,619,3,18,219
224,624,3,3,223
225,634,7,12,224
226,639,9,13,226
227,640,3,14,227
228,649,1,12,225
229,664,7,12,228
230,669,9,19,230
231,670,3,14,231
232,679,1,12,229
233,680,7,10,232
234,686,9,14,234
235,689,3,4,235
236,696,1,10,233
237,702,9,14,237
238,708,9,14,238
239,710,1,1,236
240,714,9,14,239
