SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,8,2,3
2,10,6,3,4
3,11,10,13,1
4,11,5,18,2
5,12,4,10,0
6,20,3,11,6
7,20,7,15,7
8,20,1,19,8
9,20,9,20,9
10,20,2,3,5
11,20,4,4,10
12,28,5,12,12
13,28,8,17,13
14,28,10,4,11
15,36,6,17,14
16,39,7,5,17
17,40,2,10,15
18,40,3,16,16
19,48,10,8,21
20,49,4,20,20
21,50,9,13,19
22,50,1,5,18
23,56,6,6,24
24,56,2,14,25
25,56,8,4,23
26,57,5,8,22
27,64,3,14,26
28,64,7,17,27
29,64,4,12,30
30,67,9,1,29
31,68,1,10,28
32,72,10,17,31
33,80,5,17,32
34,83,6,1,34
35,83,2,5,35
36,84,8,10,33
37,94,7,9,37
38,94,1,13,38
39,94,9,18,39
40,94,3,5,36
41,96,4,10,40
42,106,7,2,47
43,107,2,9,45
44,107,3,13,46
45,107,8,1,43
46,107,6,5,44
47,108,10,10,41
48,108,5,16,42
49,116,1,2,48
50,118,9,3,49
51,128,10,11,50
52,128,5,19,51
53,128,8,20,52
54,136,1,6,57
55,136,9,12,58
56,136,10,17,59
57,136,7,4,56
58,137,2,7,54
59,137,3,8,55
60,138,6,20,53
61,139,5,5,60
62,147,10,6,68
63,147,5,12,69
64,149,9,11,67
65,149,7,2,65
66,149,1,3,66
67,150,6,9,62
68,150,2,13,63
69,150,3,18,64
70,150,8,5,61
71,162,8,10,70
72,173,2,5,72
73,174,6,10,71
74,183,1,2,75
75,184,7,9,74
76,184,3,5,73
77,193,5,19,78
78,193,9,2,76
79,193,10,3,77
80,201,6,6,80
81,201,2,14,81
82,202,8,7,79
83,209,3,14,82
84,212,10,13,86
85,212,5,18,87
86,212,9,1,85
87,212,8,2,88
88,212,6,3,89
89,213,7,10,83
90,213,1,16,84
91,222,3,11,91
92,222,9,8,94
93,222,2,3,90
94,223,7,15,92
95,223,1,19,93
96,232,5,20,96
97,232,10,3,95
98,240,6,12,98
99,240,2,17,99
100,241,8,7,97
101,242,1,2,102
102,242,9,3,103
103,243,3,9,100
104,243,7,13,101
105,251,5,7,105
106,251,8,8,106
107,252,10,11,104
108,253,2,18,108
109,253,6,1,107
110,263,1,11,111
111,263,7,3,110
112,264,3,18,109
113,272,5,8,113
114,273,9,11,112
115,274,6,1,115
116,275,8,10,114
117,275,2,18,116
118,285,1,15,119
119,285,7,3,118
120,286,3,18,117
121,293,5,4,121
122,295,9,15,120
123,295,2,3,124
124,296,6,1,123
125,297,8,16,122
126,303,5,4,129
127,305,7,11,126
128,305,1,15,127
129,305,9,19,128
130,305,3,3,125
131,308,6,5,131
132,309,8,16,130
133,315,2,11,132
134,323,5,14,137
135,324,9,8,136
136,325,3,11,133
137,325,7,15,134
138,325,1,20,135
139,326,6,9,139
140,326,8,1,138
141,335,2,11,140
142,343,9,4,144
143,344,1,8,143
144,345,3,11,141
145,345,7,19,142
146,346,5,9,145
147,356,2,15,148
148,357,8,9,146
149,357,6,13,147
150,364,9,4,152
151,365,1,8,151
152,366,3,15,149
153,366,7,19,150
154,368,8,13,153
155,368,6,18,154
156,376,2,15,155
157,384,9,6,159
158,384,1,4,158
159,386,3,15,156
160,386,7,20,157
161,386,8,11,160
162,396,6,11,161
163,396,2,19,162
164,404,9,6,166
165,404,1,4,165
166,406,3,19,163
167,406,7,20,164
168,414,3,4,169
169,416,6,19,167
170,416,2,20,168
171,422,1,12,171
172,422,7,4,170
173,430,9,12,172
174,432,6,20,173
175,440,7,6,176
176,440,1,12,177
177,440,9,14,178
178,440,3,4,175
179,442,2,20,174
180,450,2,17,179
181,452,7,11,181
182,452,1,15,182
183,452,3,2,180
184,460,7,6,186
185,460,1,14,187
186,460,3,4,185
187,462,9,15,183
188,462,2,20,184
189,470,9,14,188
190,470,3,12,190
191,472,2,20,189
192,478,7,12,191
193,478,1,14,192
194,478,9,17,193
195,480,2,4,194
196,486,3,12,195
197,494,7,12,196
198,494,1,17,197
199,494,2,4,199
200,498,9,10,198
201,502,3,12,200
202,502,7,14,201
203,502,1,17,202
204,509,9,5,203
205,510,1,4,206
206,512,7,20,205
207,512,3,2,204
208,517,9,14,207
209,525,3,14,208
210,528,9,13,211
211,529,7,10,209
212,529,1,16,210
213,535,3,3,212
214,537,1,17,214
215,538,7,7,213
216,540,9,13,215
217,545,3,3,216
218,546,1,17,218
219,547,7,7,217
220,551,9,13,219
221,555,7,14,221
222,555,3,3,220
223,559,1,16,222
224,562,9,18,223
225,563,3,14,224
226,571,7,14,225
227,573,9,3,227
228,574,1,1,226
229,579,3,14,228
230,587,7,14,229
231,589,9,19,231
232,590,1,1,230
233,595,3,14,232
234,599,7,16,233
235,600,9,19,235
236,601,1,1,234
237,609,9,14,237
238,612,1,9,236
239,617,9,14,238
240,625,9,14,239
