SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,9,20,1
2,10,3,3,0
3,18,3,14,3
4,20,1,15,4
5,20,2,3,2
6,21,6,1,6
7,22,5,16,5
8,28,1,12,7
9,28,2,17,10
10,30,9,11,8
11,30,7,3,9
12,38,2,14,12
13,41,9,18,11
14,49,9,14,13
15,49,1,6,14
16,58,9,8,15
17,59,2,11,16
18,67,1,8,17
19,77,7,11,20
20,77,1,2,18
21,77,2,3,19
22,86,2,7,22
23,86,10,8,23
24,87,1,2,21
25,96,10,11,24
26,105,9,8,26
27,106,10,3,25
28,107,7,9,27
29,108,10,10,28
30,115,1,17,30
31,117,2,20,32
32,117,3,11,33
33,118,7,9,29
34,118,6,1,31
35,123,1,14,34
36,128,7,3,35
37,136,7,4,36
38,144,7,4,37
39,153,7,7,38
40,155,2,18,39
41,155,8,13,40
42,161,7,12,41
43,164,1,8,43
44,165,2,15,42
45,173,7,10,44
46,173,5,8,45
47,176,2,9,46
48,176,8,1,47
49,181,7,14,48
50,182,3,8,49
51,183,9,3,50
52,184,9,18,51
53,192,7,12,53
54,195,3,18,52
55,200,10,17,55
56,202,6,11,56
57,202,7,2,54
58,212,5,19,58
59,212,2,20,59
60,212,1,3,60
61,213,6,9,57
62,222,9,11,63
63,223,1,1,61
64,224,8,10,62
65,231,1,4,64
66,241,1,15,65
67,241,3,11,66
68,252,3,13,67
69,260,3,14,68
70,261,5,8,70
71,262,1,20,69
72,272,7,2,72
73,273,5,18,73
74,273,2,5,74
75,274,1,16,71
76,281,2,17,75
77,281,9,6,76
78,281,3,14,77
79,289,9,14,80
80,291,9,3,78
81,293,7,16,79
82,293,4,10,81
83,301,7,6,82
84,309,10,6,83
85,317,6,6,84
86,317,1,4,85
87,319,4,20,87
88,319,9,3,86
89,320,3,9,88
90,327,7,14,90
91,327,5,12,91
92,329,2,20,89
93,330,6,1,92
94,331,1,16,93
95,340,8,8,95
96,341,1,2,94
97,351,1,19,100
98,351,9,2,96
99,351,3,3,99
100,352,5,5,98
101,353,6,10,97
102,361,1,19,101
103,363,6,3,102
104,364,9,5,103
105,374,9,15,104
106,375,7,5,105
107,382,6,17,107
108,382,9,14,108
109,384,3,15,106
110,394,9,10,109
111,402,9,14,110
112,402,7,17,113
113,402,3,4,114
114,404,2,15,115
115,404,8,2,111
116,405,1,9,112
117,412,2,14,116
118,415,6,5,117
119,420,7,6,120
120,420,3,14,121
121,422,2,19,118
122,422,5,20,119
123,423,9,13,122
124,430,2,4,123
125,433,8,5,124
126,438,9,12,126
127,438,2,4,125
128,446,5,14,129
129,448,3,3,130
130,449,10,13,128
131,449,2,5,127
132,458,6,3,131
133,460,8,9,133
134,460,9,13,134
135,460,3,5,132
136,468,3,12,135
137,468,8,17,136
138,476,5,4,138
139,477,8,7,137
140,478,1,15,139
141,484,9,12,141
142,484,3,4,142
143,486,7,20,144
144,487,5,18,140
145,487,6,13,143
146,492,9,14,145
147,495,6,12,146
148,500,9,4,147
149,503,4,12,149
150,504,8,10,148
151,505,5,19,150
152,514,5,7,151
153,524,3,2,153
154,525,5,9,152
155,525,1,13,154
156,534,3,11,155
157,542,1,4,157
158,545,3,18,156
159,550,9,4,158
160,553,3,12,159
161,556,2,13,160
162,557,8,10,161
163,561,6,9,163
164,561,9,1,162
165,569,9,17,164
166,577,5,17,165
167,579,10,3,166
168,589,3,3,167
169,597,3,14,168
170,605,1,14,169
171,609,8,16,170
172,619,6,20,175
173,620,8,1,171
174,620,1,5,174
175,621,2,10,172
176,621,3,16,173
177,628,1,12,176
178,629,10,17,179
179,632,2,18,178
180,632,6,1,180
181,633,8,16,177
182,643,8,20,181
183,644,6,18,182
184,652,7,7,185
185,653,2,20,184
186,653,3,19,186
187,653,8,2,183
188,654,10,13,188
189,654,9,1,187
190,662,8,4,192
191,664,9,19,189
192,664,7,20,193
193,664,3,2,191
194,666,1,16,190
195,676,7,20,195
196,678,1,10,194
197,684,7,14,196
198,686,8,11,197
199,686,9,19,198
200,687,3,18,199
201,694,9,6,200
202,695,3,14,201
203,695,10,4,202
204,703,9,14,203
205,705,3,11,204
206,707,4,10,205
207,711,7,14,207
208,711,1,17,208
209,713,9,19,206
210,713,6,20,209
211,715,4,4,210
212,721,7,15,212
213,722,1,1,211
214,724,9,13,213
215,732,6,6,215
216,735,9,13,214
217,743,1,17,218
218,743,3,12,219
219,745,9,15,217
220,746,7,13,216
221,746,6,5,220
222,751,1,17,221
223,756,7,19,222
224,764,5,4,225
225,766,2,11,224
226,768,7,10,223
227,778,7,11,226
228,786,5,12,231
229,786,3,4,228
230,788,10,11,227
231,788,7,15,229
232,789,1,1,230
233,795,8,7,234
234,796,2,3,233
235,797,3,5,232
236,807,3,15,235
237,807,7,19,236
238,817,6,19,237
239,817,7,15,238
240,817,1,11,239
