SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,8,5,4,0
2,19,5,13,1
3,30,5,9,2
4,39,5,8,3
5,49,6,15,6
6,50,5,1,4
7,50,8,5,5
8,58,6,8,7
9,62,5,16,8
10,70,5,17,9
11,70,8,4,12
12,72,3,3,10
13,73,2,5,11
14,78,6,6,14
15,80,5,2,13
16,82,2,8,15
17,91,2,7,16
18,93,4,18,17
19,102,5,5,19
20,103,2,10,18
21,113,2,15,20
22,113,5,3,21
23,114,10,18,22
24,114,8,9,23
25,123,2,2,24
26,123,4,3,25
27,131,6,14,28
28,133,2,19,27
29,133,4,2,26
30,141,4,17,29
31,144,6,9,30
32,149,3,17,31
33,152,8,1,33
34,153,4,10,32
35,154,5,15,35
36,155,2,5,36
37,156,6,16,34
38,163,4,2,37
39,167,6,9,40
40,168,8,16,38
41,168,9,10,39
42,176,6,8,42
43,177,5,20,43
44,178,2,9,41
45,187,4,20,44
46,187,5,11,45
47,188,2,15,46
48,198,4,15,48
49,198,2,3,47
50,199,9,5,49
51,210,2,5,50
52,221,5,5,51
53,229,5,12,52
54,241,5,10,53
55,249,6,17,56
56,251,5,15,54
57,253,10,16,55
58,260,7,8,59
59,261,4,15,57
60,263,5,10,58
61,274,5,5,60
62,282,10,4,63
63,284,5,11,62
64,285,6,5,61
65,296,6,13,64
66,304,5,4,66
67,307,6,1,65
68,312,9,4,67
69,317,6,15,68
70,320,5,6,71
71,322,8,20,70
72,322,9,2,69
73,331,5,5,72
74,341,8,11,74
75,343,5,10,73
76,353,6,20,76
77,354,5,13,75
78,364,6,18,77
79,374,2,11,79
80,374,8,3,80
81,375,5,18,78
82,385,2,5,81
83,386,6,10,82
84,395,5,8,84
85,397,6,13,83
86,408,4,13,85
87,416,6,6,87
88,419,5,13,86
89,420,2,16,88
90,428,2,12,89
91,430,10,3,91
92,432,5,10,90
93,442,5,15,92
94,450,5,6,93
95,458,2,6,94
96,460,9,20,95
97,466,5,12,97
98,466,6,14,98
99,468,2,19,96
100,474,10,14,99
101,474,9,17,101
102,476,5,20,102
103,478,6,10,100
104,486,10,20,104
105,487,5,5,103
106,495,5,17,105
107,495,6,14,107
108,496,2,7,108
109,497,4,19,106
110,505,5,11,109
111,515,5,20,110
112,523,2,6,112
113,526,5,5,111
114,534,5,14,113
115,542,6,17,116
116,544,2,19,115
117,546,5,10,114
118,554,5,17,117
119,556,8,11,118
120,562,4,4,121
121,564,5,2,119
122,564,6,3,120
123,572,6,17,122
124,580,6,17,123
125,582,7,3,124
126,591,6,18,125
127,599,5,12,127
128,601,6,2,126
129,607,5,12,128
130,609,6,4,129
131,617,6,12,130
132,625,7,12,132
133,629,6,10,131
134,633,2,12,133
135,638,6,8,134
136,648,5,11,136
137,648,6,3,135
138,649,8,5,137
139,656,5,6,139
140,658,6,15,138
141,668,4,15,140
142,668,5,3,141
143,676,4,6,143
144,680,5,10,142
145,688,5,17,144
146,690,8,2,145
147,691,6,5,146
148,696,5,14,147
149,700,8,15,148
150,703,6,16,149
151,706,5,3,150
152,715,6,7,152
153,716,5,11,151
154,718,8,10,153
155,718,4,16,154
156,728,4,20,155
157,736,2,17,157
158,738,5,20,156
159,738,4,3,158
160,748,4,20,160
161,748,5,3,159
162,749,8,5,161
163,757,9,14,163
164,759,2,20,164
165,760,8,1,162
166,769,4,2,168
167,770,5,18,167
168,771,2,16,165
169,771,3,10,166
170,779,5,8,169
171,787,5,6,170
172,789,4,19,171
173,790,2,9,172
174,796,5,7,173
175,804,5,12,174
176,804,4,17,176
177,806,2,20,175
178,815,5,18,177
179,824,4,7,179
180,825,5,19,178
181,826,6,13,180
182,834,6,17,181
183,844,6,15,182
184,844,5,20,183
185,852,6,12,186
186,854,4,15,187
187,855,5,5,184
188,856,8,16,185
189,863,6,12,190
190,864,5,7,188
191,864,9,8,189
192,873,6,2,191
193,874,5,20,192
194,883,10,8,194
195,884,5,11,193
196,894,2,11,195
197,894,5,15,196
198,902,5,17,197
199,905,4,5,198
200,912,5,20,199
201,924,5,10,200
202,934,5,2,201
203,935,9,18,202
204,942,4,17,204
205,945,5,13,203
206,952,4,2,205
207,953,5,6,206
208,953,2,4,207
209,962,4,3,208
210,963,5,15,209
211,963,6,19,210
212,971,6,12,212
213,973,10,15,211
214,982,6,7,215
215,983,4,15,213
216,983,2,3,214
217,990,6,4,216
218,991,4,12,218
219,993,2,19,217
220,998,1,17,221
221,998,9,4,219
222,999,8,7,220
223,1006,5,12,223
224,1010,9,10,222
225,1016,5,3,224
226,1026,5,11,225
227,1026,10,20,226
228,1027,8,1,227
229,1036,5,20,228
230,1036,4,2,229
231,1044,5,17,230
232,1046,4,11,231
233,1052,5,14,232
234,1052,3,12,233
235,1056,4,11,234
236,1063,5,13,235
237,1065,4,8,236
238,1066,2,15,237
239,1076,2,15,238
240,1077,5,5,239
