SIMUL8 Flow File Version 1.00
ID,Time,lbl_resource,lbl_loc,lbl_seq
1,10,5,3,2
2,11,6,9,1
3,12,2,16,0
4,18,5,17,3
5,26,2,12,5
6,28,4,15,7
7,29,5,13,4
8,30,6,10,6
9,38,6,12,9
10,40,2,15,10
11,40,8,20,12
12,41,5,5,11
13,42,9,10,8
14,50,5,6,14
15,50,9,4,13
16,60,5,2,15
17,68,6,12,17
18,70,5,11,16
19,80,5,11,18
20,91,5,5,19
21,99,1,17,21
22,101,5,20,20
23,107,6,17,22
24,111,2,20,23
25,111,4,3,24
26,113,5,16,25
27,118,8,1,27
28,119,6,10,26
29,121,2,12,29
30,123,5,3,28
31,124,9,5,30
32,127,8,7,31
33,127,7,8,32
34,135,5,5,33
35,136,4,7,34
36,144,5,14,36
37,146,4,2,35
38,152,5,6,37
39,152,3,12,38
40,160,5,17,39
41,162,6,2,40
42,170,4,17,44
43,172,2,19,43
44,172,8,2,41
45,174,3,10,42
46,180,4,3,45
47,190,6,3,46
48,192,5,10,47
49,202,6,16,48
50,203,5,5,49
51,213,4,15,52
52,214,8,5,51
53,215,5,10,50
54,215,6,16,53
55,223,2,15,54
56,225,5,20,55
57,235,5,3,56
58,243,5,12,57
59,245,2,19,58
60,253,5,11,59
61,255,6,3,61
62,256,2,5,60
63,266,6,18,62
64,276,10,20,64
65,277,5,18,63
66,286,5,7,65
67,288,2,5,66
68,289,8,10,67
69,296,5,20,68
70,297,6,13,69
71,304,5,12,71
72,306,4,20,70
73,314,3,17,75
74,316,5,20,72
75,316,6,15,74
76,317,8,9,76
77,318,2,16,73
78,325,5,17,78
79,327,8,3,77
80,328,4,13,79
81,329,2,9,80
82,333,5,12,81
83,336,8,5,82
84,344,5,13,83
85,354,5,3,84
86,364,5,15,85
87,372,6,4,87
88,374,8,15,86
89,375,2,5,89
90,376,5,10,88
91,384,10,14,92
92,386,4,19,91
93,387,5,9,90
94,393,10,8,93
95,394,2,15,94
96,396,4,19,95
97,405,2,5,96
98,413,2,17,97
99,416,6,9,98
100,417,5,10,99
101,421,4,17,100
102,424,7,12,102
103,426,6,15,101
104,436,6,20,103
105,437,8,1,105
106,438,5,10,104
107,444,6,4,106
108,445,2,8,107
109,446,4,3,108
110,448,5,11,109
111,454,6,8,110
112,456,4,20,112
113,457,2,10,111
114,457,8,5,113
115,466,2,7,116
116,467,5,11,117
117,468,6,1,115
118,469,8,16,114
119,476,6,17,118
120,484,6,14,119
121,486,8,11,120
122,488,4,16,121
123,498,4,11,122
124,499,5,18,123
125,499,6,5,124
126,509,5,19,125
127,520,5,5,126
128,529,5,8,127
129,539,5,20,128
130,539,6,2,129
131,550,5,13,130
132,561,5,13,131
133,572,5,5,132
134,582,2,20,134
135,583,6,5,133
136,592,2,11,135
137,593,4,15,137
138,594,6,18,136
139,594,5,1,138
140,601,4,6,139
141,603,10,20,140
142,603,5,7,141
143,610,6,8,143
144,611,2,3,144
145,612,4,5,142
146,613,5,15,145
147,621,5,17,146
148,631,9,2,148
149,632,5,5,147
150,643,5,5,149
151,643,8,1,150
152,651,5,14,151
153,661,3,3,153
154,662,5,13,152
155,672,5,11,154
156,673,4,18,155
157,680,5,6,156
158,688,6,6,157
159,696,6,17,158
160,696,5,14,159
161,696,2,6,161
162,698,4,2,160
163,704,5,12,163
164,706,2,19,162
165,712,5,6,164
166,722,5,20,165
167,722,4,2,166
168,730,8,4,168
169,731,5,8,167
170,732,6,15,169
171,739,5,17,170
172,747,5,6,171
173,749,8,11,172
174,755,6,14,174
175,757,10,15,175
176,759,5,10,173
177,763,6,12,176
178,770,5,18,177
179,778,5,12,178
180,778,6,14,180
181,780,4,2,179
182,788,4,17,181
183,788,2,6,184
184,788,10,4,183
185,789,5,8,182
186,796,9,4,185
187,804,2,4,186
188,813,2,7,187
189,814,5,2,188
190,823,6,8,190
191,824,5,3,189
192,831,6,17,191
193,841,6,19,192
194,850,6,7,193
195,859,9,8,195
196,860,5,15,196
197,861,6,13,194
198,869,6,17,199
199,870,5,15,197
200,872,4,10,198
201,881,6,7,203
202,882,2,11,201
203,882,5,20,202
204,884,9,10,200
205,894,6,15,205
206,895,9,18,204
207,904,4,8,207
208,906,10,18,206
209,916,4,15,210
210,916,10,3,208
211,918,6,10,209
212,924,4,4,211
213,926,2,15,212
214,934,9,17,214
215,936,5,15,213
216,944,6,6,217
217,944,5,4,215
218,946,4,11,216
219,956,5,11,218
220,956,4,2,219
221,964,4,12,220
222,972,5,12,221
223,974,4,15,222
224,982,5,2,223
225,983,2,9,224
226,984,10,16,225
227,991,5,4,228
228,993,9,20,227
229,993,2,3,226
230,999,5,17,229
231,1001,6,12,231
232,1003,4,20,232
233,1003,2,2,230
234,1011,5,10,233
235,1012,6,13,234
236,1019,9,14,238
237,1021,5,20,235
238,1021,2,19,239
239,1021,7,3,236
240,1023,8,16,237
